"SECTOR","SHELF","REEF_NAME","REEF_ID","SITE_NO","LATITUDE","LONGITUDE","VISIT_NO","YEAR_CODE","SAMPLE_DATE","GROUP_CODE","COVER"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","12","200304","2003-10-27","Soft Coral","1.21"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","12","200304","2003-10-27","Algae","40.7"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","12","200304","2003-10-27","Hard Coral","56.6"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","12","200304","2003-10-27","Other","1.3"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","12","200304","2003-10-27","Soft Coral","1.4"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","12","200304","2003-10-27","Algae","36.78"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","12","200304","2003-10-27","Hard Coral","42.79"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","12","200304","2003-10-27","Other","7.91"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","12","200304","2003-10-27","Soft Coral","12.52"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","13","200405","2004-12-03","Algae","38.51"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","13","200405","2004-12-03","Hard Coral","54.47"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","13","200405","2004-12-03","Other","5.61"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","13","200405","2004-12-03","Soft Coral","1.4"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","13","200405","2004-12-03","Algae","51.7"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","13","200405","2004-12-03","Hard Coral","44.8"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","13","200405","2004-12-03","Other","1.7"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","13","200405","2004-12-03","Soft Coral","1.8"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","13","200405","2004-12-03","Algae","34.63"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","13","200405","2004-12-03","Hard Coral","45.23"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","13","200405","2004-12-03","Other","5.3"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","13","200405","2004-12-03","Soft Coral","14.85"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","14","200506","2006-03-10","Algae","35.7"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","14","200506","2006-03-10","Hard Coral","60.1"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","14","200506","2006-03-10","Other","1.7"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","14","200506","2006-03-10","Soft Coral","2.5"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","14","200506","2006-03-10","Algae","58.2"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","14","200506","2006-03-10","Hard Coral","38.2"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","14","200506","2006-03-10","Other","1.4"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","14","200506","2006-03-10","Soft Coral","2.2"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","14","200506","2006-03-10","Algae","34.3"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","14","200506","2006-03-10","Hard Coral","49.2"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","14","200506","2006-03-10","Other","2.9"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","14","200506","2006-03-10","Soft Coral","13.6"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","15","200607","2006-11-22","Algae","46.27"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","15","200607","2006-11-22","Hard Coral","49.45"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","15","200607","2006-11-22","Other","3.79"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","15","200607","2006-11-22","Soft Coral","0.5"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","15","200607","2006-11-21","Algae","74.74"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","15","200607","2006-11-21","Hard Coral","23.27"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","15","200607","2006-11-21","Other","0.7"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","15","200607","2006-11-21","Soft Coral","1.3"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","15","200607","2006-11-21","Algae","40.24"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","15","200607","2006-11-21","Hard Coral","40.67"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","15","200607","2006-11-21","Other","4.41"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","15","200607","2006-11-21","Soft Coral","14.68"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","16","200708","2007-11-30","Algae","35.43"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","16","200708","2007-11-30","Hard Coral","57.26"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","16","200708","2007-11-30","Other","5.31"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","16","200708","2007-11-30","Soft Coral","2"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","16","200708","2007-11-30","Algae","69.4"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","16","200708","2007-11-30","Hard Coral","28.4"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","16","200708","2007-11-30","Other","1.8"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","16","200708","2007-11-30","Soft Coral","0.4"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","16","200708","2007-11-30","Algae","34.96"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","16","200708","2007-11-30","Hard Coral","48.04"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","16","200708","2007-11-30","Other","3.62"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","16","200708","2007-11-30","Soft Coral","13.38"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","17","200809","2008-11-19","Algae","83.3"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","17","200809","2008-11-19","Hard Coral","10.2"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","17","200809","2008-11-19","Other","5.7"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","17","200809","2008-11-19","Soft Coral","0.8"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","17","200809","2008-11-19","Algae","93.7"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","17","200809","2008-11-19","Hard Coral","4.4"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","17","200809","2008-11-19","Other","1.9"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","17","200809","2008-11-19","Soft Coral","0"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","17","200809","2008-11-20","Algae","63.5"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","17","200809","2008-11-20","Hard Coral","26"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","17","200809","2008-11-20","Other","3.5"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","17","200809","2008-11-20","Soft Coral","7"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","18","200910","2010-01-13","Algae","92.2"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","18","200910","2010-01-13","Hard Coral","3"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","18","200910","2010-01-13","Other","4.1"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","18","200910","2010-01-13","Soft Coral","0.7"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","18","200910","2010-01-13","Algae","92.5"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","18","200910","2010-01-13","Hard Coral","4.6"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","18","200910","2010-01-13","Other","2.5"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","18","200910","2010-01-13","Soft Coral","0.4"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","18","200910","2010-01-12","Algae","60.5"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","18","200910","2010-01-12","Hard Coral","27.3"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","18","200910","2010-01-12","Other","4.5"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","18","200910","2010-01-12","Soft Coral","7.7"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","19","201011","2010-11-29","Algae","90.7"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","19","201011","2010-11-29","Hard Coral","3.3"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","19","201011","2010-11-29","Other","5.6"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","19","201011","2010-11-29","Soft Coral","0.4"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","19","201011","2010-11-29","Algae","89.7"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","19","201011","2010-11-29","Hard Coral","6.8"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","19","201011","2010-11-29","Other","3"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","19","201011","2010-11-29","Soft Coral","0.5"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","19","201011","2010-11-29","Algae","54.4"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","19","201011","2010-11-29","Hard Coral","27.5"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","19","201011","2010-11-29","Other","3.5"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","19","201011","2010-11-29","Soft Coral","14.6"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","20","201112","2011-12-05","Algae","89.9"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","20","201112","2011-12-05","Hard Coral","4.2"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","20","201112","2011-12-05","Other","5.5"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","20","201112","2011-12-05","Soft Coral","0.4"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","20","201112","2011-12-05","Algae","89.4"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","20","201112","2011-12-05","Hard Coral","8.7"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","20","201112","2011-12-05","Other","1.6"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","20","201112","2011-12-05","Soft Coral","0.3"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","20","201112","2011-12-06","Algae","51.4"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","20","201112","2011-12-06","Hard Coral","28.2"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","20","201112","2011-12-06","Other","6.4"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","20","201112","2011-12-06","Soft Coral","14"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","21","201213","2012-08-26","Algae","79.9"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","21","201213","2012-08-26","Hard Coral","9"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","21","201213","2012-08-26","Other","10.1"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","21","201213","2012-08-26","Soft Coral","1"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","21","201213","2012-08-26","Algae","75.4"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","21","201213","2012-08-26","Hard Coral","15.6"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","21","201213","2012-08-26","Other","5.2"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","21","201213","2012-08-26","Soft Coral","3.8"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","21","201213","2012-08-26","Algae","47.4"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","21","201213","2012-08-26","Hard Coral","33.8"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","21","201213","2012-08-26","Other","3.1"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","21","201213","2012-08-26","Soft Coral","15.7"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","22","201314","2013-09-16","Algae","73.4"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","22","201314","2013-09-16","Hard Coral","15"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","22","201314","2013-09-16","Other","11"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","22","201314","2013-09-16","Soft Coral","0.6"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","22","201314","2013-09-16","Algae","63.7"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","22","201314","2013-09-16","Hard Coral","32.4"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","22","201314","2013-09-16","Other","2.5"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","22","201314","2013-09-16","Soft Coral","1.4"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","22","201314","2013-09-16","Algae","41"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","22","201314","2013-09-16","Hard Coral","33.7"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","22","201314","2013-09-16","Other","4.8"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","22","201314","2013-09-16","Soft Coral","20.5"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","23","201415","2014-08-19","Algae","63.6"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","23","201415","2014-08-19","Hard Coral","25"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","23","201415","2014-08-19","Other","9.8"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","23","201415","2014-08-19","Soft Coral","1.6"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","23","201415","2014-08-19","Algae","57.3"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","23","201415","2014-08-19","Hard Coral","39.3"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","23","201415","2014-08-19","Other","3.3"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","23","201415","2014-08-19","Soft Coral","0.1"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","23","201415","2014-08-19","Algae","37.2"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","23","201415","2014-08-19","Hard Coral","40.8"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","23","201415","2014-08-19","Other","2.2"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","23","201415","2014-08-19","Soft Coral","19.8"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","24","201516","2015-10-06","Algae","37.3"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","24","201516","2015-10-06","Hard Coral","57.3"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","24","201516","2015-10-06","Other","5.1"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","24","201516","2015-10-06","Soft Coral","0.3"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","24","201516","2015-10-05","Algae","37.8"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","24","201516","2015-10-05","Hard Coral","59.9"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","24","201516","2015-10-05","Other","1.3"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","24","201516","2015-10-05","Soft Coral","1"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","24","201516","2015-10-06","Algae","30.5"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","24","201516","2015-10-06","Hard Coral","44.1"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","24","201516","2015-10-06","Other","2.4"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","24","201516","2015-10-06","Soft Coral","23"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","25","201617","2017-01-14","Algae","24.48"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","25","201617","2017-01-14","Hard Coral","67.89"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","25","201617","2017-01-14","Other","6.93"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","25","201617","2017-01-14","Soft Coral","0.7"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","25","201617","2017-01-15","Algae","26.47"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","25","201617","2017-01-15","Hard Coral","70.82"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","25","201617","2017-01-15","Other","1.71"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","25","201617","2017-01-15","Soft Coral","1"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","25","201617","2017-01-15","Algae","26.67"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","25","201617","2017-01-15","Hard Coral","49"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","25","201617","2017-01-15","Other","2.1"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","25","201617","2017-01-15","Soft Coral","22.24"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","26","201718","2017-10-22","Algae","25.6"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","26","201718","2017-10-22","Hard Coral","65.3"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","26","201718","2017-10-22","Other","8.4"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","26","201718","2017-10-22","Soft Coral","0.7"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","26","201718","2017-10-22","Algae","25.1"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","26","201718","2017-10-22","Hard Coral","72.2"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","26","201718","2017-10-22","Other","1.9"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","26","201718","2017-10-22","Soft Coral","0.8"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","26","201718","2017-10-22","Algae","31.9"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","26","201718","2017-10-22","Hard Coral","47.1"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","26","201718","2017-10-22","Other","3.3"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","26","201718","2017-10-22","Soft Coral","17.7"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","27","201819","2018-09-18","Algae","27.28"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","27","201819","2018-09-18","Hard Coral","64.12"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","27","201819","2018-09-18","Other","7.43"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","27","201819","2018-09-18","Soft Coral","1.17"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","27","201819","2018-09-18","Algae","24.44"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","27","201819","2018-09-18","Hard Coral","74"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","27","201819","2018-09-18","Other","0.58"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","27","201819","2018-09-18","Soft Coral","0.98"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","27","201819","2018-09-18","Algae","32.03"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","27","201819","2018-09-18","Hard Coral","45.45"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","27","201819","2018-09-18","Other","3.28"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","27","201819","2018-09-18","Soft Coral","19.24"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","28","201920","2020-01-10","Algae","26.74"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","28","201920","2020-01-10","Hard Coral","65.51"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","28","201920","2020-01-10","Other","6.77"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","28","201920","2020-01-10","Soft Coral","0.98"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","28","201920","2020-01-11","Algae","33.98"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","28","201920","2020-01-11","Hard Coral","62.46"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","28","201920","2020-01-11","Other","1.87"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","28","201920","2020-01-11","Soft Coral","1.68"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","28","201920","2020-01-10","Algae","33.53"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","28","201920","2020-01-10","Hard Coral","50.16"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","28","201920","2020-01-10","Other","2.1"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","28","201920","2020-01-10","Soft Coral","14.21"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","29","202021","2020-08-25","Algae","17.11"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","29","202021","2020-08-25","Hard Coral","76.45"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","29","202021","2020-08-25","Other","6.34"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","29","202021","2020-08-25","Soft Coral","0.1"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","29","202021","2020-08-25","Algae","24.17"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","29","202021","2020-08-25","Hard Coral","73.33"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","29","202021","2020-08-25","Other","1.2"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","29","202021","2020-08-25","Soft Coral","1.3"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","29","202021","2020-08-25","Algae","28.77"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","29","202021","2020-08-25","Hard Coral","45.87"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","29","202021","2020-08-25","Other","5.95"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","29","202021","2020-08-25","Soft Coral","19.41"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","30","202122","2021-12-16","Algae","21.94"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","30","202122","2021-12-16","Hard Coral","73.49"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","30","202122","2021-12-16","Other","3.97"
"CB","O","BROOMFIELD REEF","23048S","1","-23.249567","151.94255","30","202122","2021-12-16","Soft Coral","0.6"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","30","202122","2021-12-16","Algae","33.14"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","30","202122","2021-12-16","Hard Coral","62.95"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","30","202122","2021-12-16","Other","3"
"CB","O","BROOMFIELD REEF","23048S","2","-23.25245","151.94545","30","202122","2021-12-16","Soft Coral","0.9"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","30","202122","2021-12-16","Algae","22.56"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","30","202122","2021-12-16","Hard Coral","51.64"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","30","202122","2021-12-16","Other","5.59"
"CB","O","BROOMFIELD REEF","23048S","3","-23.257383","151.947133","30","202122","2021-12-16","Soft Coral","20.21"
"CB","O","WRECK ISLAND REEF","23051S","1","-23.317217","151.976233","1","199293","1992-10-29","Algae","82.22"
"CB","O","WRECK ISLAND REEF","23051S","1","-23.317217","151.976233","1","199293","1992-10-29","Hard Coral","13.48"
"CB","O","WRECK ISLAND REEF","23051S","1","-23.317217","151.976233","1","199293","1992-10-29","Other","3.1"
"CB","O","WRECK ISLAND REEF","23051S","1","-23.317217","151.976233","1","199293","1992-10-29","Soft Coral","1.2"
"CB","O","WRECK ISLAND REEF","23051S","2","-23.31915","151.97975","1","199293","1992-10-29","Algae","86.77"
"CB","O","WRECK ISLAND REEF","23051S","2","-23.31915","151.97975","1","199293","1992-10-29","Hard Coral","10.24"
"CB","O","WRECK ISLAND REEF","23051S","2","-23.31915","151.97975","1","199293","1992-10-29","Other","2.28"
"CB","O","WRECK ISLAND REEF","23051S","2","-23.31915","151.97975","1","199293","1992-10-29","Soft Coral","0.71"
"CB","O","WRECK ISLAND REEF","23051S","3","-23.322967","151.982417","1","199293","1992-10-29","Algae","74.83"
"CB","O","WRECK ISLAND REEF","23051S","3","-23.322967","151.982417","1","199293","1992-10-29","Hard Coral","19.96"
"CB","O","WRECK ISLAND REEF","23051S","3","-23.322967","151.982417","1","199293","1992-10-29","Other","2.37"
"CB","O","WRECK ISLAND REEF","23051S","3","-23.322967","151.982417","1","199293","1992-10-29","Soft Coral","2.84"
"CB","O","WRECK ISLAND REEF","23051S","1","-23.317217","151.976233","4","199596","1995-12-09","Algae","53.13"
"CB","O","WRECK ISLAND REEF","23051S","1","-23.317217","151.976233","4","199596","1995-12-09","Hard Coral","38.61"
"CB","O","WRECK ISLAND REEF","23051S","1","-23.317217","151.976233","4","199596","1995-12-09","Other","2.97"
"CB","O","WRECK ISLAND REEF","23051S","1","-23.317217","151.976233","4","199596","1995-12-09","Soft Coral","5.29"
"CB","O","WRECK ISLAND REEF","23051S","2","-23.31915","151.97975","4","199596","1995-12-09","Algae","36.16"
"CB","O","WRECK ISLAND REEF","23051S","2","-23.31915","151.97975","4","199596","1995-12-09","Hard Coral","54.55"
