"lakeid","year4","sampledate","transect","depth","rep","spname","rake_rating","flag"
"ME",1995,"1995-07-21",43,2,1,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-21",43,2,2,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-21",43,2,3,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-21",43,2,4,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-21",43,2.5,1,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-21",43,2.5,2,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-21",43,2.5,3,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-21",43,2.5,4,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-21",43,3,1,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-21",43,3,2,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-21",43,3,3,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-21",43,3.5,1,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-21",43,3.5,2,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-21",43,3.5,3,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-21",43,3.5,4,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-21",43,1,2,"CERATOPHYLLUM DEMERSUM",1,
"ME",1995,"1995-07-21",43,2,2,"CERATOPHYLLUM DEMERSUM",1,
"ME",1995,"1995-07-21",43,2.5,1,"CERATOPHYLLUM DEMERSUM",1,
"ME",1995,"1995-07-21",43,2.5,2,"CERATOPHYLLUM DEMERSUM",1,
"ME",1995,"1995-07-21",43,2.5,3,"CERATOPHYLLUM DEMERSUM",1,
"ME",1995,"1995-07-21",43,2.5,4,"CERATOPHYLLUM DEMERSUM",1,
"ME",1995,"1995-07-21",43,3,1,"CERATOPHYLLUM DEMERSUM",1,
"ME",1995,"1995-07-21",43,1.5,3,"STUCKENIA PECTINATA",1,
"ME",1995,"1995-07-21",43,3.5,4,"POTAMOGETON CRISPUS",1,
"ME",1995,"1995-07-21",43,1.5,2,"POTAMOGETON FOLIOSUS",1,
"ME",1995,"1995-07-21",43,1,3,"ELODEA CANADENSIS",1,
"ME",1995,"1995-07-21",43,1.5,2,"ELODEA CANADENSIS",1,
"ME",1995,"1995-07-21",43,1.5,3,"ELODEA CANADENSIS",1,
"ME",1995,"1995-07-21",43,2,2,"ELODEA CANADENSIS",1,
"ME",1995,"1995-07-21",43,2.5,1,"ELODEA CANADENSIS",1,
"ME",1995,"1995-07-21",43,2.5,2,"ELODEA CANADENSIS",1,
"ME",1995,"1995-07-21",43,2.5,4,"ELODEA CANADENSIS",1,
"ME",1995,"1995-07-21",43,3,1,"ELODEA CANADENSIS",1,
"ME",1995,"1995-07-21",43,3,2,"ELODEA CANADENSIS",1,
"ME",1995,"1995-07-21",43,3,3,"ELODEA CANADENSIS",1,
"ME",1995,"1995-07-21",43,3.5,1,"ELODEA CANADENSIS",1,
"ME",1995,"1995-07-21",43,3.5,2,"ELODEA CANADENSIS",1,
"ME",1995,"1995-07-21",43,3.5,3,"ELODEA CANADENSIS",1,
"ME",1995,"1995-07-21",43,3.5,4,"ELODEA CANADENSIS",1,
"ME",1995,"1995-07-21",43,1,1,"VALLISNERIA AMERICANA",1,
"ME",1995,"1995-07-21",43,1,2,"VALLISNERIA AMERICANA",1,
"ME",1995,"1995-07-21",43,1,3,"VALLISNERIA AMERICANA",1,
"ME",1995,"1995-07-21",43,1,4,"VALLISNERIA AMERICANA",1,
"ME",1995,"1995-07-21",43,1.5,4,"VALLISNERIA AMERICANA",1,
"ME",1995,"1995-07-21",44,1,1,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-21",44,1,2,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-21",44,1,3,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-21",44,1,4,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-21",44,1.5,3,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-21",44,1.5,4,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-21",44,2,2,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-21",44,2,3,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-21",44,2,4,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-21",44,2.5,1,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-21",44,2.5,2,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-21",44,2.5,3,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-21",44,2.5,4,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-21",44,3,1,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-21",44,3,2,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-21",44,3,3,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-21",44,3,4,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-21",44,3.5,1,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-21",44,3.5,2,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-21",44,3.5,3,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-21",44,1.5,3,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-21",44,1.5,4,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-21",44,2,2,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-21",44,2,3,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-21",44,2,4,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-21",44,2.5,2,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-21",44,2.5,3,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-21",44,2.5,4,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-21",44,3,1,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-21",44,3,2,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-21",44,3,3,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-21",44,3,4,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-21",44,3.5,1,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-21",44,3.5,2,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-21",44,1.5,3,"CERATOPHYLLUM DEMERSUM",1,
"ME",1995,"1995-07-21",44,2,2,"CERATOPHYLLUM DEMERSUM",1,
"ME",1995,"1995-07-21",44,2,3,"CERATOPHYLLUM DEMERSUM",1,
"ME",1995,"1995-07-21",44,2,4,"CERATOPHYLLUM DEMERSUM",1,
"ME",1995,"1995-07-21",44,2.5,1,"CERATOPHYLLUM DEMERSUM",1,
"ME",1995,"1995-07-21",44,2.5,2,"CERATOPHYLLUM DEMERSUM",1,
"ME",1995,"1995-07-21",44,2.5,3,"CERATOPHYLLUM DEMERSUM",1,
"ME",1995,"1995-07-21",44,2.5,4,"CERATOPHYLLUM DEMERSUM",1,
"ME",1995,"1995-07-21",44,3,1,"CERATOPHYLLUM DEMERSUM",2,
"ME",1995,"1995-07-21",44,3,2,"CERATOPHYLLUM DEMERSUM",1,
"ME",1995,"1995-07-21",44,3,3,"CERATOPHYLLUM DEMERSUM",1,
"ME",1995,"1995-07-21",44,3,4,"CERATOPHYLLUM DEMERSUM",1,
"ME",1995,"1995-07-21",44,3.5,1,"CERATOPHYLLUM DEMERSUM",2,
"ME",1995,"1995-07-21",44,3.5,2,"CERATOPHYLLUM DEMERSUM",1,
"ME",1995,"1995-07-21",44,3.5,3,"CERATOPHYLLUM DEMERSUM",1,
"ME",1995,"1995-07-21",44,4,2,"CERATOPHYLLUM DEMERSUM",1,
"ME",1995,"1995-07-21",44,2.5,2,"POTAMOGETON CRISPUS",1,
"ME",1995,"1995-07-21",44,2.5,3,"POTAMOGETON CRISPUS",1,
"ME",1995,"1995-07-21",44,3,1,"POTAMOGETON CRISPUS",1,
"ME",1995,"1995-07-21",44,3,2,"POTAMOGETON CRISPUS",1,
"ME",1995,"1995-07-21",44,3,3,"POTAMOGETON CRISPUS",1,
"ME",1995,"1995-07-21",44,3,4,"POTAMOGETON CRISPUS",1,
"ME",1995,"1995-07-21",44,3.5,2,"POTAMOGETON CRISPUS",1,
"ME",1995,"1995-07-21",44,1.5,1,"POTAMOGETON ZOSTERIFORMIS",1,
"ME",1995,"1995-07-21",44,2.5,3,"POTAMOGETON RICHARDSONII",1,
"ME",1995,"1995-07-21",44,1.5,3,"ELODEA CANADENSIS",1,
"ME",1995,"1995-07-21",44,1.5,4,"ELODEA CANADENSIS",1,
"ME",1995,"1995-07-21",44,2,2,"ELODEA CANADENSIS",1,
"ME",1995,"1995-07-21",44,2,4,"ELODEA CANADENSIS",1,
"ME",1995,"1995-07-21",44,2.5,1,"ELODEA CANADENSIS",1,
"ME",1995,"1995-07-21",44,2.5,2,"ELODEA CANADENSIS",1,
"ME",1995,"1995-07-21",44,2.5,3,"ELODEA CANADENSIS",1,
"ME",1995,"1995-07-21",44,2.5,4,"ELODEA CANADENSIS",1,
"ME",1995,"1995-07-21",44,3,1,"ELODEA CANADENSIS",1,
"ME",1995,"1995-07-21",44,3,2,"ELODEA CANADENSIS",1,
"ME",1995,"1995-07-21",44,3,3,"ELODEA CANADENSIS",1,
"ME",1995,"1995-07-21",44,3,4,"ELODEA CANADENSIS",1,
"ME",1995,"1995-07-21",44,3.5,1,"ELODEA CANADENSIS",1,
"ME",1995,"1995-07-21",44,3.5,2,"ELODEA CANADENSIS",1,
"ME",1995,"1995-07-21",44,3.5,3,"ELODEA CANADENSIS",1,
"ME",1995,"1995-07-21",45,1,3,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-21",45,1.5,1,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-21",45,1.5,2,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-21",45,1.5,3,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-21",45,1.5,4,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-21",45,2,1,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-21",45,2,2,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-21",45,2,3,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-21",45,2,4,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-21",45,2.5,1,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-21",45,2.5,2,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-21",45,2.5,3,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-21",45,2.5,4,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-21",45,3,1,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-21",45,3,2,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-21",45,3,3,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-21",45,3,4,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-21",45,3.5,3,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-21",45,1.5,2,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-21",45,1.5,3,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-21",45,1.5,4,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-21",45,2,1,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-21",45,2,2,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-21",45,2,3,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-21",45,2,4,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-21",45,2.5,1,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-21",45,2.5,2,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-21",45,2.5,3,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-21",45,2.5,4,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-21",45,3,1,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-21",45,3,3,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-21",45,3,4,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-21",45,2.5,3,"CERATOPHYLLUM DEMERSUM",2,
"ME",1995,"1995-07-21",45,3,1,"CERATOPHYLLUM DEMERSUM",1,
"ME",1995,"1995-07-21",45,3,2,"CERATOPHYLLUM DEMERSUM",1,
"ME",1995,"1995-07-21",45,3,3,"CERATOPHYLLUM DEMERSUM",1,
"ME",1995,"1995-07-21",45,3,4,"CERATOPHYLLUM DEMERSUM",1,
"ME",1995,"1995-07-21",45,3.5,1,"CERATOPHYLLUM DEMERSUM",1,
"ME",1995,"1995-07-21",45,3.5,3,"CERATOPHYLLUM DEMERSUM",1,
"ME",1995,"1995-07-21",45,3,1,"POTAMOGETON CRISPUS",1,
"ME",1995,"1995-07-21",45,3,2,"POTAMOGETON CRISPUS",1,
"ME",1995,"1995-07-21",45,2,4,"ELODEA CANADENSIS",1,
"ME",1995,"1995-07-21",45,2.5,1,"ELODEA CANADENSIS",1,
"ME",1995,"1995-07-21",45,2.5,2,"ELODEA CANADENSIS",1,
"ME",1995,"1995-07-21",45,2.5,3,"ELODEA CANADENSIS",1,
"ME",1995,"1995-07-21",45,2.5,4,"ELODEA CANADENSIS",1,
"ME",1995,"1995-07-21",45,3,2,"ELODEA CANADENSIS",1,
"ME",1995,"1995-07-21",45,3,3,"ELODEA CANADENSIS",1,
"ME",1995,"1995-07-21",45,3,4,"ELODEA CANADENSIS",1,
"ME",1995,"1995-07-21",45,3.5,1,"ELODEA CANADENSIS",1,
"ME",1995,"1995-07-21",45,4,3,"ELODEA CANADENSIS",1,
"ME",1995,"1995-07-21",45,1.5,3,"UNKNOWN 1",1,
"ME",1995,"1995-07-20",46,1,1,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-20",46,1,2,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-20",46,1,3,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-20",46,1,4,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-20",46,1.5,2,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-20",46,1.5,3,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-20",46,1.5,4,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-20",46,2,4,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-20",46,2.5,1,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-20",46,2.5,2,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-20",46,2.5,3,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-20",46,2.5,4,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-20",46,3,2,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-20",46,1.5,4,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-20",46,2.5,1,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-20",46,2.5,2,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-20",46,2.5,3,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-20",46,2.5,4,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-20",46,3,2,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-20",46,3.5,4,"CERATOPHYLLUM DEMERSUM",1,
"ME",1995,"1995-07-20",46,1,1,"STUCKENIA PECTINATA",1,
"ME",1995,"1995-07-20",46,1,2,"STUCKENIA PECTINATA",1,
"ME",1995,"1995-07-20",46,1,3,"STUCKENIA PECTINATA",1,
"ME",1995,"1995-07-20",46,1,4,"STUCKENIA PECTINATA",1,
"ME",1995,"1995-07-20",46,3.5,4,"POTAMOGETON CRISPUS",1,
"ME",1995,"1995-07-20",46,2.5,4,"NAJAS FLEXILIS",1,
"ME",1995,"1995-07-20",46,1.5,1,"UNKNOWN 1",1,
"ME",1995,"1995-07-20",46,1.5,2,"UNKNOWN 1",1,
"ME",1995,"1995-07-20",46,1.5,3,"UNKNOWN 1",1,
"ME",1995,"1995-07-20",46,1.5,4,"UNKNOWN 1",1,
"ME",1995,"1995-07-20",47,1,4,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-20",47,1.5,1,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-20",47,1.5,2,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-20",47,1.5,3,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-20",47,1.5,4,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-20",47,2,1,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-20",47,2,2,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-20",47,2,3,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-20",47,2,4,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-20",47,3,1,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-20",47,3,2,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-20",47,3,3,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-20",47,3,4,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-20",47,3.5,3,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-20",47,3.5,4,"FILAMENTOUS ALGAE",1,
"ME",1995,"1995-07-20",47,1,4,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-20",47,1.5,1,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-20",47,1.5,3,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-20",47,1.5,4,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-20",47,2,1,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-20",47,2,2,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-20",47,2,3,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-20",47,2,4,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-20",47,3,1,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-20",47,3,2,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-20",47,3,3,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-20",47,3,4,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-20",47,3.5,3,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-20",47,3.5,4,"MYRIOPHYLLUM SPICATUM",1,
"ME",1995,"1995-07-20",47,1.5,1,"STUCKENIA PECTINATA",1,
"ME",1995,"1995-07-20",47,1.5,2,"STUCKENIA PECTINATA",1,
"ME",1995,"1995-07-20",47,1.5,3,"STUCKENIA PECTINATA",1,
"ME",1995,"1995-07-20",47,1.5,4,"STUCKENIA PECTINATA",1,
"ME",1995,"1995-07-20",47,1.5,1,"POTAMOGETON ZOSTERIFORMIS",1,
"ME",1995,"1995-07-20",47,1.5,4,"POTAMOGETON RICHARDSONII",1,
"ME",1995,"1995-07-20",47,1.5,1,"VALLISNERIA AMERICANA",1,
"ME",1996,"1996-07-19",1,1,1,"FILAMENTOUS ALGAE",1,
"ME",1996,"1996-07-19",1,1,2,"FILAMENTOUS ALGAE",1,
"ME",1996,"1996-07-19",1,1,3,"FILAMENTOUS ALGAE",1,
"ME",1996,"1996-07-19",1,1,4,"FILAMENTOUS ALGAE",1,
"ME",1996,"1996-07-19",1,1.5,1,"FILAMENTOUS ALGAE",1,
"ME",1996,"1996-07-19",1,1.5,2,"FILAMENTOUS ALGAE",1,
"ME",1996,"1996-07-19",1,1.5,3,"FILAMENTOUS ALGAE",1,
"ME",1996,"1996-07-19",1,1.5,4,"FILAMENTOUS ALGAE",1,
"ME",1996,"1996-07-19",1,2,1,"FILAMENTOUS ALGAE",1,
"ME",1996,"1996-07-19",1,2,2,"FILAMENTOUS ALGAE",1,
"ME",1996,"1996-07-19",1,2,3,"FILAMENTOUS ALGAE",1,
"ME",1996,"1996-07-19",1,2,4,"FILAMENTOUS ALGAE",1,
"ME",1996,"1996-07-19",1,2.5,1,"FILAMENTOUS ALGAE",1,
"ME",1996,"1996-07-19",1,1,1,"MYRIOPHYLLUM SPICATUM",1,
"ME",1996,"1996-07-19",1,1,2,"MYRIOPHYLLUM SPICATUM",1,
"ME",1996,"1996-07-19",1,1,3,"MYRIOPHYLLUM SPICATUM",1,
"ME",1996,"1996-07-19",1,1,4,"MYRIOPHYLLUM SPICATUM",1,
"ME",1996,"1996-07-19",1,1.5,1,"MYRIOPHYLLUM SPICATUM",1,
"ME",1996,"1996-07-19",1,1,3,"CERATOPHYLLUM DEMERSUM",1,
"ME",1996,"1996-07-19",1,2,2,"CERATOPHYLLUM DEMERSUM",1,
"ME",1996,"1996-07-19",1,1,3,"POTAMOGETON CRISPUS",1,
"ME",1996,"1996-07-19",1,1.5,1,"POTAMOGETON CRISPUS",1,
"ME",1996,"1996-07-19",1,1,1,"POTAMOGETON FOLIOSUS",1,
"ME",1996,"1996-07-19",1,1,2,"POTAMOGETON FOLIOSUS",1,
"ME",1996,"1996-07-19",1,1,4,"POTAMOGETON FOLIOSUS",1,
"ME",1996,"1996-07-19",1,1,1,"POTAMOGETON ZOSTERIFORMIS",1,
"ME",1996,"1996-07-19",1,1,2,"POTAMOGETON ZOSTERIFORMIS",1,
"ME",1996,"1996-07-19",1,1.5,1,"POTAMOGETON ZOSTERIFORMIS",1,
"ME",1996,"1996-07-19",1,1.5,2,"POTAMOGETON ZOSTERIFORMIS",1,
"ME",1996,"1996-07-19",1,1.5,3,"POTAMOGETON ZOSTERIFORMIS",1,
"ME",1996,"1996-07-19",1,1.5,4,"POTAMOGETON ZOSTERIFORMIS",1,
"ME",1996,"1996-07-19",1,2,1,"POTAMOGETON ZOSTERIFORMIS",1,
"ME",1996,"1996-07-19",1,2,3,"POTAMOGETON ZOSTERIFORMIS",1,
"ME",1996,"1996-07-19",1,1.5,1,"POTAMOGETON RICHARDSONII",1,
"ME",1996,"1996-07-19",1,1.5,1,"ELODEA CANADENSIS",1,
"ME",1996,"1996-07-19",1,1.5,2,"HETERANTHERA DUBIA",1,
"ME",1996,"1996-07-19",1,2.5,1,"HETERANTHERA DUBIA",1,
"ME",1996,"1996-07-19",1,1,3,"VALLISNERIA AMERICANA",1,
"ME",1996,"1996-07-19",1,1.5,1,"VALLISNERIA AMERICANA",1,
"ME",1996,"1996-07-19",1,1.5,2,"VALLISNERIA AMERICANA",1,
"ME",1996,"1996-07-19",1,2,1,"VALLISNERIA AMERICANA",1,
"ME",1996,"1996-07-19",1,2,2,"VALLISNERIA AMERICANA",1,
"ME",1996,"1996-07-19",1,2,3,"VALLISNERIA AMERICANA",1,
"ME",1996,"1996-07-19",1,2,4,"VALLISNERIA AMERICANA",1,
"ME",1996,"1996-07-19",1,2.5,1,"VALLISNERIA AMERICANA",1,
"ME",1996,"1996-07-19",2,1,1,"FILAMENTOUS ALGAE",1,
"ME",1996,"1996-07-19",2,1,3,"FILAMENTOUS ALGAE",1,
"ME",1996,"1996-07-19",2,1,4,"FILAMENTOUS ALGAE",1,
"ME",1996,"1996-07-19",2,1.5,1,"FILAMENTOUS ALGAE",1,
"ME",1996,"1996-07-19",2,1.5,2,"FILAMENTOUS ALGAE",1,
"ME",1996,"1996-07-19",2,1.5,3,"FILAMENTOUS ALGAE",1,
"ME",1996,"1996-07-19",2,1.5,4,"FILAMENTOUS ALGAE",1,
"ME",1996,"1996-07-19",2,2,1,"FILAMENTOUS ALGAE",1,
"ME",1996,"1996-07-19",2,2,2,"FILAMENTOUS ALGAE",1,
"ME",1996,"1996-07-19",2,2,3,"FILAMENTOUS ALGAE",1,
"ME",1996,"1996-07-19",2,2,4,"FILAMENTOUS ALGAE",1,
"ME",1996,"1996-07-19",2,2.5,2,"FILAMENTOUS ALGAE",1,
"ME",1996,"1996-07-19",2,2.5,3,"FILAMENTOUS ALGAE",1,
"ME",1996,"1996-07-19",2,2.5,4,"FILAMENTOUS ALGAE",1,
"ME",1996,"1996-07-19",2,1,1,"MYRIOPHYLLUM SPICATUM",1,
"ME",1996,"1996-07-19",2,1,3,"MYRIOPHYLLUM SPICATUM",1,
"ME",1996,"1996-07-19",2,2,3,"MYRIOPHYLLUM SPICATUM",1,
"ME",1996,"1996-07-19",2,2.5,2,"MYRIOPHYLLUM SPICATUM",1,
"ME",1996,"1996-07-19",2,2.5,3,"MYRIOPHYLLUM SPICATUM",1,
"ME",1996,"1996-07-19",2,1,1,"POTAMOGETON FOLIOSUS",1,
"ME",1996,"1996-07-19",2,1,3,"POTAMOGETON FOLIOSUS",1,
"ME",1996,"1996-07-19",2,1,4,"POTAMOGETON FOLIOSUS",1,
"ME",1996,"1996-07-19",2,1.5,1,"POTAMOGETON FOLIOSUS",1,
"ME",1996,"1996-07-19",2,1.5,2,"POTAMOGETON FOLIOSUS",1,
"ME",1996,"1996-07-19",2,1.5,3,"POTAMOGETON FOLIOSUS",1,
"ME",1996,"1996-07-19",2,1.5,4,"POTAMOGETON FOLIOSUS",1,
"ME",1996,"1996-07-19",2,2.5,3,"POTAMOGETON FOLIOSUS",1,
"ME",1996,"1996-07-19",2,2.5,4,"POTAMOGETON FOLIOSUS",1,
"ME",1996,"1996-07-19",2,2,1,"POTAMOGETON ZOSTERIFORMIS",1,
"ME",1996,"1996-07-19",2,2,2,"POTAMOGETON ZOSTERIFORMIS",1,
"ME",1996,"1996-07-19",2,2,3,"POTAMOGETON RICHARDSONII",1,
"ME",1996,"1996-07-19",2,1,1,"ELODEA CANADENSIS",1,
"ME",1996,"1996-07-19",2,1.5,2,"HETERANTHERA DUBIA",1,
"ME",1996,"1996-07-19",2,1.5,3,"HETERANTHERA DUBIA",1,
"ME",1996,"1996-07-19",2,2,2,"HETERANTHERA DUBIA",1,
"ME",1996,"1996-07-19",2,2,3,"HETERANTHERA DUBIA",1,
"ME",1996,"1996-07-19",2,2,4,"HETERANTHERA DUBIA",1,
"ME",1996,"1996-07-19",2,2.5,4,"VALLISNERIA AMERICANA",1,
"ME",1996,"1996-07-19",3,1,1,"FILAMENTOUS ALGAE",1,
"ME",1996,"1996-07-19",3,1,2,"FILAMENTOUS ALGAE",1,
"ME",1996,"1996-07-19",3,1,3,"FILAMENTOUS ALGAE",1,
"ME",1996,"1996-07-19",3,1,4,"FILAMENTOUS ALGAE",1,
"ME",1996,"1996-07-19",3,1.5,1,"FILAMENTOUS ALGAE",1,
"ME",1996,"1996-07-19",3,1.5,2,"FILAMENTOUS ALGAE",1,
"ME",1996,"1996-07-19",3,1.5,3,"FILAMENTOUS ALGAE",1,
"ME",1996,"1996-07-19",3,1.5,4,"FILAMENTOUS ALGAE",1,
"ME",1996,"1996-07-19",3,2,2,"FILAMENTOUS ALGAE",1,
"ME",1996,"1996-07-19",3,2.5,2,"FILAMENTOUS ALGAE",1,
"ME",1996,"1996-07-19",3,3,2,"FILAMENTOUS ALGAE",1,
