"lakeid","year4","sampledate","transect","depth","rep","rake_rating","fil_algae_wt","plant_wt_hand","flag"
"ME",1999,"1999-08-09",27,1.5,4,2,0,166,
"ME",1999,"1999-08-09",27,2,1,2,0,406,
"ME",1999,"1999-08-09",27,2,2,3,0,504,
"ME",1999,"1999-08-09",27,2,3,1,0,2,
"ME",1999,"1999-08-09",27,2,4,1,0,31,
"ME",1999,"1999-08-09",27,2.5,1,1,0,194,
"ME",1999,"1999-08-09",27,2.5,2,1,0,37,
"ME",1999,"1999-08-09",27,2.5,3,1,0,83,
"ME",1999,"1999-08-09",27,2.5,4,2,0,192,
"ME",1999,"1999-08-09",27,3,1,1,0,120,
"ME",1999,"1999-08-09",27,3,2,1,0,104,
"ME",1999,"1999-08-09",27,3,3,1,0,34,
"ME",1999,"1999-08-09",27,3,4,1,0,131,
"ME",1999,"1999-08-09",27,3.5,1,2,0,288,
"ME",1999,"1999-08-09",27,3.5,2,1,0,150,
"ME",1999,"1999-08-09",27,3.5,3,1,0,47,
"ME",1999,"1999-08-09",27,3.5,4,1,0,95,
"ME",1999,"1999-08-09",27,4,1,1,0,13,
"ME",1999,"1999-08-09",27,4,2,0,0,0,
"ME",1999,"1999-08-09",27,4,3,1,0,8,
"ME",1999,"1999-08-09",27,4,4,0,0,0,
"ME",1999,"1999-08-09",31,1,1,1,0,16,
"ME",1999,"1999-08-09",31,1,2,2,0,67,
"ME",1999,"1999-08-09",31,1,3,0,0,0,
"ME",1999,"1999-08-09",31,1,4,1,0,1,
"ME",1999,"1999-08-09",31,1.5,1,1,0,3,
"ME",1999,"1999-08-09",31,1.5,2,1,0,2,
"ME",1999,"1999-08-09",31,1.5,3,1,0,1,
"ME",1999,"1999-08-09",31,1.5,4,1,0,7,
"ME",1999,"1999-08-09",31,2,1,1,0,145,
"ME",1999,"1999-08-09",31,2,2,5,0,1495,
"ME",1999,"1999-08-09",31,2,3,1,0,249,
"ME",1999,"1999-08-09",31,2,4,1,0,13,
"ME",1999,"1999-08-09",31,2.5,1,4,0,704,
"ME",1999,"1999-08-09",31,2.5,2,5,0,390,
"ME",1999,"1999-08-09",31,2.5,3,5,0,1460,
"ME",1999,"1999-08-09",31,2.5,4,5,0,2170,
"ME",1999,"1999-08-09",31,3,1,1,0,180,
"ME",1999,"1999-08-09",31,3,2,1,0,105,
"ME",1999,"1999-08-09",31,3,3,3,0,480,
"ME",1999,"1999-08-09",31,3,4,1,0,102,
"ME",1999,"1999-08-09",31,3.5,1,0,0,0,
"ME",1999,"1999-08-09",31,3.5,2,3,0,503,
"ME",1999,"1999-08-09",31,3.5,3,1,0,173,
"ME",1999,"1999-08-09",31,3.5,4,2,0,363,
"ME",1999,"1999-08-09",31,4,1,0,0,0,
"ME",1999,"1999-08-09",31,4,2,1,0,135,
"ME",1999,"1999-08-09",31,4,3,5,0,2945,
"ME",1999,"1999-08-09",31,4,4,4,0,803,
"ME",1999,"1999-08-09",35,1,1,1,25,65,
"ME",1999,"1999-08-09",35,1,2,0,0,0,
"ME",1999,"1999-08-09",35,1,3,0,0,0,
"ME",1999,"1999-08-09",35,1,4,0,0,0,
"ME",1999,"1999-08-09",35,1.5,1,0,0,0,
"ME",1999,"1999-08-09",35,1.5,2,3,0,395,
"ME",1999,"1999-08-09",35,1.5,3,3,0,350,
"ME",1999,"1999-08-09",35,1.5,4,1,0,3,
"ME",1999,"1999-08-09",35,2,1,1,0,126,
"ME",1999,"1999-08-09",35,2,2,2,0,35,
"ME",1999,"1999-08-09",35,2,3,3,0,448,
"ME",1999,"1999-08-09",35,2,4,1,0,73,
"ME",1999,"1999-08-09",35,2.5,1,3,0,465,
"ME",1999,"1999-08-09",35,2.5,2,2,0,231,
"ME",1999,"1999-08-09",35,2.5,3,5,0,935,
"ME",1999,"1999-08-09",35,2.5,4,4,0,664,
"ME",1999,"1999-08-09",35,3,1,5,0,2443,
"ME",1999,"1999-08-09",35,3,2,5,0,904,
"ME",1999,"1999-08-09",35,3,3,5,0,1035,
"ME",1999,"1999-08-09",35,3,4,3,0,695,
"ME",1999,"1999-08-09",35,3.5,1,1,0,132,
"ME",1999,"1999-08-09",35,3.5,2,1,0,198,
"ME",1999,"1999-08-09",35,3.5,3,1,0,65,
"ME",1999,"1999-08-09",35,3.5,4,0,0,0,
"ME",1999,"1999-08-09",35,4,1,4,0,1161,
"ME",1999,"1999-08-09",35,4,2,0,0,0,
"ME",1999,"1999-08-09",35,4,3,1,0,17,
"ME",1999,"1999-08-09",35,4,4,1,0,40,
"ME",1999,"1999-08-10",37,1,1,2,0,175,
"ME",1999,"1999-08-10",37,1,2,1,0,1,
"ME",1999,"1999-08-10",37,1,3,2,0,301,
"ME",1999,"1999-08-10",37,1,4,2,0,205,
"ME",1999,"1999-08-10",37,1.5,1,1,0,160,
"ME",1999,"1999-08-10",37,1.5,2,2,0,83,
"ME",1999,"1999-08-10",37,1.5,3,2,0,211,
"ME",1999,"1999-08-10",37,1.5,4,2,0,332,
"ME",1999,"1999-08-10",37,2,1,1,0,105,
"ME",1999,"1999-08-10",37,2,2,1,0,94,
"ME",1999,"1999-08-10",37,2,3,1,0,4,
"ME",1999,"1999-08-10",37,2,4,1,0,98,
"ME",1999,"1999-08-10",37,2.5,1,1,0,98,
"ME",1999,"1999-08-10",37,2.5,2,1,0,30,
"ME",1999,"1999-08-10",37,2.5,3,1,0,160,
"ME",1999,"1999-08-10",37,2.5,4,1,0,65,
"ME",1999,"1999-08-10",37,3,1,2,0,335,
"ME",1999,"1999-08-10",37,3,2,5,3,1060,
"ME",1999,"1999-08-10",37,3,3,3,0,470,
"ME",1999,"1999-08-10",37,3,4,3,0,370,
"ME",1999,"1999-08-10",37,3.5,1,2,0,250,
"ME",1999,"1999-08-10",37,3.5,2,2,0,465,
"ME",1999,"1999-08-10",37,3.5,3,1,0,85,
"ME",1999,"1999-08-10",37,3.5,4,1,0,190,
"ME",1999,"1999-08-10",37,4,1,1,0,135,
"ME",1999,"1999-08-10",37,4,2,1,0,35,
"ME",1999,"1999-08-10",37,4,3,1,0,1,
"ME",1999,"1999-08-10",37,4,4,0,0,0,
"ME",1999,"1999-08-10",38,1,1,1,0,2,
"ME",1999,"1999-08-10",38,1,2,1,0,0,
"ME",1999,"1999-08-10",38,1,3,0,0,0,
"ME",1999,"1999-08-10",38,1,4,1,0,180,
"ME",1999,"1999-08-10",38,1.5,1,2,0,465,
"ME",1999,"1999-08-10",38,1.5,2,4,0,570,
"ME",1999,"1999-08-10",38,1.5,3,1,0,3,
"ME",1999,"1999-08-10",38,1.5,4,2,0,240,
"ME",1999,"1999-08-10",38,2,1,1,0,50,
"ME",1999,"1999-08-10",38,2,2,1,0,105,
"ME",1999,"1999-08-10",38,2,3,2,0,135,
"ME",1999,"1999-08-10",38,2,4,2,0,250,
"ME",1999,"1999-08-10",38,2.5,1,1,0,65,
"ME",1999,"1999-08-10",38,2.5,2,1,0,55,
"ME",1999,"1999-08-10",38,2.5,3,1,0,75,
"ME",1999,"1999-08-10",38,2.5,4,1,0,95,
"ME",1999,"1999-08-10",38,3,1,5,0,3565,
"ME",1999,"1999-08-10",38,3,2,5,0,6490,
"ME",1999,"1999-08-10",38,3,3,5,0,3030,
"ME",1999,"1999-08-10",38,3,4,5,0,1790,
"ME",1999,"1999-08-10",38,3.5,1,1,0,45,
"ME",1999,"1999-08-10",38,3.5,2,0,0,0,
"ME",1999,"1999-08-10",38,3.5,3,1,0,1,
"ME",1999,"1999-08-10",38,3.5,4,3,0,740,
"ME",1999,"1999-08-10",38,4,1,3,0,640,
"ME",1999,"1999-08-10",38,4,2,5,0,2210,
"ME",1999,"1999-08-10",38,4,3,1,0,240,
"ME",1999,"1999-08-10",38,4,4,2,0,560,
"ME",1999,"1999-08-10",39,1,1,4,0,460,
"ME",1999,"1999-08-10",39,1,2,4,0,470,
"ME",1999,"1999-08-10",39,1,3,3,0,370,
"ME",1999,"1999-08-10",39,1,4,3,0,425,
"ME",1999,"1999-08-10",39,1.5,1,1,0,2,
"ME",1999,"1999-08-10",39,1.5,2,0,0,0,
"ME",1999,"1999-08-10",39,1.5,3,1,0,2,
"ME",1999,"1999-08-10",39,1.5,4,1,0,8,
"ME",1999,"1999-08-10",39,2,1,1,0,155,
"ME",1999,"1999-08-10",39,2,2,3,0,555,
"ME",1999,"1999-08-10",39,2,3,1,0,205,
"ME",1999,"1999-08-10",39,2,4,1,0,285,
"ME",1999,"1999-08-10",39,2.5,1,1,0,200,
"ME",1999,"1999-08-10",39,2.5,2,1,0,190,
"ME",1999,"1999-08-10",39,2.5,3,2,0,260,
"ME",1999,"1999-08-10",39,2.5,4,1,0,200,
"ME",1999,"1999-08-10",39,3,1,1,0,150,
"ME",1999,"1999-08-10",39,3,2,1,0,165,
"ME",1999,"1999-08-10",39,3,3,2,0,320,
"ME",1999,"1999-08-10",39,3,4,2,0,245,
"ME",1999,"1999-08-10",39,3.5,1,5,0,1060,
"ME",1999,"1999-08-10",39,3.5,2,3,0,880,
"ME",1999,"1999-08-10",39,3.5,3,2,0,315,
"ME",1999,"1999-08-10",39,3.5,4,4,0,880,
"ME",1999,"1999-08-12",40,1,1,1,0,126,
"ME",1999,"1999-08-12",40,1,2,1,0,55,
"ME",1999,"1999-08-12",40,1,3,1,0,145,
"ME",1999,"1999-08-12",40,1,4,2,0,235,
"ME",1999,"1999-08-12",40,1.5,1,0,0,0,
"ME",1999,"1999-08-12",40,1.5,2,0,0,0,
"ME",1999,"1999-08-12",40,1.5,3,1,0,135,
"ME",1999,"1999-08-12",40,1.5,4,1,0,41,
"ME",1999,"1999-08-12",40,2,1,1,0,40,
"ME",1999,"1999-08-12",40,2,2,1,0,122,
"ME",1999,"1999-08-12",40,2,3,1,0,75,
"ME",1999,"1999-08-12",40,2,4,1,0,128,
"ME",1999,"1999-08-12",40,2.5,1,1,0,105,
"ME",1999,"1999-08-12",40,2.5,2,1,0,155,
"ME",1999,"1999-08-12",40,2.5,3,1,0,202,
"ME",1999,"1999-08-12",40,2.5,4,2,0,542,
"ME",1999,"1999-08-12",40,3,1,1,0,180,
"ME",1999,"1999-08-12",40,3,2,3,0,671,
"ME",1999,"1999-08-12",40,3,3,2,0,270,
"ME",1999,"1999-08-12",40,3,4,5,0,1410,
"ME",1999,"1999-08-12",40,3.5,1,5,0,5290,
"ME",1999,"1999-08-12",40,3.5,2,1,0,105,
"ME",1999,"1999-08-12",40,3.5,3,1,0,12,
"ME",1999,"1999-08-12",40,3.5,4,2,0,321,
"ME",1999,"1999-08-12",40,4,1,5,0,3560,
"ME",1999,"1999-08-12",40,4,2,0,0,0,
"ME",1999,"1999-08-12",40,4,3,4,0,576,
"ME",1999,"1999-08-12",40,4,4,1,0,250,
"ME",1999,"1999-08-12",41,1,1,1,0,197,
"ME",1999,"1999-08-12",41,1,2,1,0,260,
"ME",1999,"1999-08-12",41,1,3,4,0,970,
"ME",1999,"1999-08-12",41,1,4,3,0,440,
"ME",1999,"1999-08-12",41,1.5,1,4,0,621,
"ME",1999,"1999-08-12",41,1.5,2,1,0,137,
"ME",1999,"1999-08-12",41,1.5,3,5,0,1610,
"ME",1999,"1999-08-12",41,1.5,4,1,0,205,
"ME",1999,"1999-08-12",41,2,1,1,0,105,
"ME",1999,"1999-08-12",41,2,2,1,0,42,
"ME",1999,"1999-08-12",41,2,3,1,0,80,
"ME",1999,"1999-08-12",41,2,4,1,0,101,
"ME",1999,"1999-08-12",41,2.5,1,1,0,207,
"ME",1999,"1999-08-12",41,2.5,2,2,0,365,
"ME",1999,"1999-08-12",41,2.5,3,2,0,296,
"ME",1999,"1999-08-12",41,2.5,4,1,0,210,
"ME",1999,"1999-08-12",41,3,1,2,0,395,
"ME",1999,"1999-08-12",41,3,2,1,0,115,
"ME",1999,"1999-08-12",41,3,3,1,0,210,
"ME",1999,"1999-08-12",41,3,4,1,0,217,
"ME",1999,"1999-08-12",41,3.5,1,3,0,621,
"ME",1999,"1999-08-12",41,3.5,2,5,0,2830,
"ME",1999,"1999-08-12",41,3.5,3,4,0,780,
"ME",1999,"1999-08-12",41,3.5,4,2,0,358,
"ME",1999,"1999-08-12",41,4,1,0,0,0,
"ME",1999,"1999-08-12",41,4,2,1,0,120,
"ME",1999,"1999-08-12",41,4,3,5,0,5822,
"ME",1999,"1999-08-12",41,4,4,5,0,1340,
"ME",1999,"1999-08-11",45,1,1,0,0,0,
"ME",1999,"1999-08-11",45,1,2,0,0,0,
"ME",1999,"1999-08-11",45,1,3,1,0,5,
"ME",1999,"1999-08-11",45,1,4,1,0,40,
"ME",1999,"1999-08-11",45,1.5,1,1,0,114,
"ME",1999,"1999-08-11",45,1.5,2,1,0,99,
"ME",1999,"1999-08-11",45,1.5,3,2,0,139,
"ME",1999,"1999-08-11",45,1.5,4,1,0,72,
"ME",1999,"1999-08-11",45,2,1,1,0,8,
"ME",1999,"1999-08-11",45,2,2,1,0,26,
"ME",1999,"1999-08-11",45,2,3,3,0,470,
"ME",1999,"1999-08-11",45,2,4,3,0,409,
"ME",1999,"1999-08-11",45,2.5,1,3,0,420,
"ME",1999,"1999-08-11",45,2.5,2,3,0,430,
"ME",1999,"1999-08-11",45,2.5,3,2,0,286,
"ME",1999,"1999-08-11",45,2.5,4,3,0,650,
"ME",1999,"1999-08-11",45,3,1,4,0,768,
"ME",1999,"1999-08-11",45,3,2,5,0,1730,
"ME",1999,"1999-08-11",45,3,3,5,0,3610,
"ME",1999,"1999-08-11",45,3,4,5,0,1311,
"ME",1999,"1999-08-11",45,3.5,1,1,0,134,
"ME",1999,"1999-08-11",45,3.5,2,5,0,1760,
"ME",1999,"1999-08-11",45,3.5,3,3,0,514,
"ME",1999,"1999-08-11",45,3.5,4,2,0,196,
"ME",1999,"1999-08-11",45,4,1,1,0,9,
"ME",1999,"1999-08-11",45,4,2,1,0,88,
"ME",1999,"1999-08-11",45,4,3,1,0,17,
"ME",1999,"1999-08-11",45,4,4,1,0,9,
"ME",1999,"1999-08-11",47,1,1,1,28,25,
"ME",1999,"1999-08-11",47,1,2,1,39,53,
"ME",1999,"1999-08-11",47,1,3,0,0,0,
"ME",1999,"1999-08-11",47,1,4,1,1,1,
"ME",1999,"1999-08-11",47,1.5,1,1,0,30,
"ME",1999,"1999-08-11",47,1.5,2,1,0,59,
"ME",1999,"1999-08-11",47,1.5,3,1,0,28,
"ME",1999,"1999-08-11",47,1.5,4,2,0,69,
"ME",1999,"1999-08-11",47,2,1,1,175,0,
"ME",1999,"1999-08-11",47,2,2,1,48,0,
"ME",1999,"1999-08-11",47,2,3,1,22,2,
"ME",1999,"1999-08-11",47,2,4,2,245,44,
"ME",1999,"1999-08-11",47,2.5,1,0,0,0,
"ME",1999,"1999-08-11",47,2.5,2,0,0,0,
"ME",1999,"1999-08-11",47,2.5,3,0,0,0,
"ME",1999,"1999-08-11",47,2.5,4,0,0,0,
"ME",1999,"1999-08-11",47,3,1,3,69,406,
"ME",1999,"1999-08-11",47,3,2,1,10,73,
"ME",1999,"1999-08-11",47,3,3,4,447,247,
"ME",1999,"1999-08-11",47,3,4,2,124,160,
"ME",1999,"1999-08-11",47,3.5,1,1,7,69,
"ME",1999,"1999-08-11",47,3.5,2,0,0,0,
"ME",1999,"1999-08-11",47,3.5,3,0,0,0,
"ME",1999,"1999-08-11",47,3.5,4,3,0,302,
"ME",1999,"1999-08-11",47,4,1,1,0,1,
"ME",1999,"1999-08-11",47,4,2,1,0,1,
"ME",1999,"1999-08-11",47,4,3,0,0,0,
"ME",1999,"1999-08-11",47,4,4,0,0,0,
"ME",2000,"2000-08-08",4,1,1,1,0,5,
"ME",2000,"2000-08-08",4,1,2,1,0,3,
"ME",2000,"2000-08-08",4,1,3,1,0,5,
"ME",2000,"2000-08-08",4,1,4,1,0,5,
"ME",2000,"2000-08-08",4,1.5,1,1,0,2,
"ME",2000,"2000-08-08",4,1.5,2,0,0,0,
"ME",2000,"2000-08-08",4,1.5,3,0,0,0,
"ME",2000,"2000-08-08",4,1.5,4,0,0,0,
"ME",2000,"2000-08-08",4,2,1,1,0,35,
"ME",2000,"2000-08-08",4,2,2,1,0,10,
"ME",2000,"2000-08-08",4,2,3,1,0,5,
"ME",2000,"2000-08-08",4,2,4,1,0,10,
"ME",2000,"2000-08-08",4,2.5,1,0,0,0,
"ME",2000,"2000-08-08",4,2.5,2,0,0,0,
"ME",2000,"2000-08-08",4,2.5,3,1,0,15,
"ME",2000,"2000-08-08",4,2.5,4,1,0,10,
"ME",2000,"2000-08-08",4,3,1,0,0,0,
"ME",2000,"2000-08-08",4,3,2,0,0,0,
"ME",2000,"2000-08-08",4,3,3,0,0,0,
"ME",2000,"2000-08-08",4,3,4,0,0,0,
"ME",2000,"2000-08-08",4,3.5,1,0,0,0,
"ME",2000,"2000-08-08",4,3.5,2,0,0,0,
"ME",2000,"2000-08-08",4,3.5,3,0,0,0,
"ME",2000,"2000-08-08",4,3.5,4,0,0,0,
"ME",2000,"2000-08-08",4,4,1,0,0,0,
"ME",2000,"2000-08-08",4,4,2,0,0,0,
"ME",2000,"2000-08-08",4,4,3,0,0,0,
"ME",2000,"2000-08-08",4,4,4,0,0,0,
"ME",2000,"2000-08-03",9,1,1,0,0,0,
"ME",2000,"2000-08-03",9,1,2,1,0,8,
"ME",2000,"2000-08-03",9,1,3,0,0,0,
"ME",2000,"2000-08-03",9,1,4,0,0,0,
"ME",2000,"2000-08-03",9,1.5,1,4,0,1270,
"ME",2000,"2000-08-03",9,1.5,2,4,0,1150,
"ME",2000,"2000-08-03",9,1.5,3,5,0,1760,
"ME",2000,"2000-08-03",9,1.5,4,1,0,10,
"ME",2000,"2000-08-03",9,2,1,5,0,1360,
"ME",2000,"2000-08-03",9,2,2,3,0,700,
"ME",2000,"2000-08-03",9,2,3,3,0,510,
"ME",2000,"2000-08-03",9,2,4,2,0,450,
"ME",2000,"2000-08-03",9,2.5,1,2,0,440,
"ME",2000,"2000-08-03",9,2.5,2,2,0,470,
"ME",2000,"2000-08-03",9,2.5,3,1,0,230,
"ME",2000,"2000-08-03",9,2.5,4,1,0,280,
"ME",2000,"2000-08-03",9,3,1,1,0,110,
"ME",2000,"2000-08-03",9,3,2,1,0,250,
"ME",2000,"2000-08-03",9,3,3,1,2,220,
"ME",2000,"2000-08-03",9,3,4,1,0,100,
"ME",2000,"2000-08-03",9,3.5,1,1,0,80,
"ME",2000,"2000-08-03",9,3.5,2,1,0,250,
"ME",2000,"2000-08-03",9,3.5,3,1,0,120,
"ME",2000,"2000-08-03",9,3.5,4,1,0,120,
"ME",2000,"2000-08-03",9,4,1,0,0,0,
"ME",2000,"2000-08-03",9,4,2,0,0,0,
"ME",2000,"2000-08-03",9,4,3,1,0,5,
"ME",2000,"2000-08-03",9,4,4,1,0,40,
"ME",2000,"2000-08-03",14,1,1,0,0,0,
"ME",2000,"2000-08-03",14,1,2,0,0,0,
"ME",2000,"2000-08-03",14,1,3,1,0,2,
"ME",2000,"2000-08-03",14,1,4,0,0,0,
"ME",2000,"2000-08-03",14,1.5,1,0,0,0,
"ME",2000,"2000-08-03",14,1.5,2,0,0,0,
"ME",2000,"2000-08-03",14,1.5,3,0,0,0,
"ME",2000,"2000-08-03",14,1.5,4,0,0,0,
"ME",2000,"2000-08-03",14,2,1,0,0,0,
"ME",2000,"2000-08-03",14,2,2,0,0,0,
"ME",2000,"2000-08-03",14,2,3,0,0,0,
"ME",2000,"2000-08-03",14,2,4,0,0,0,
"ME",2000,"2000-08-03",14,2.5,1,1,5,50,
"ME",2000,"2000-08-03",14,2.5,2,1,2,18,
"ME",2000,"2000-08-03",14,2.5,3,1,5,30,
"ME",2000,"2000-08-03",14,2.5,4,1,5,95,
"ME",2000,"2000-08-03",14,3,1,1,5,180,
"ME",2000,"2000-08-03",14,3,2,2,10,270,
"ME",2000,"2000-08-03",14,3,3,4,10,940,
"ME",2000,"2000-08-03",14,3,4,2,5,200,
"ME",2000,"2000-08-03",14,3.5,1,0,0,0,
"ME",2000,"2000-08-03",14,3.5,2,1,0,2,
"ME",2000,"2000-08-03",14,3.5,3,0,0,0,
"ME",2000,"2000-08-03",14,3.5,4,0,0,0,
"ME",2000,"2000-08-03",14,4,1,0,0,0,
"ME",2000,"2000-08-03",14,4,2,0,0,0,
"ME",2000,"2000-08-03",14,4,3,0,0,0,
"ME",2000,"2000-08-03",14,4,4,0,0,0,
"ME",2000,"2000-08-03",17,1,1,0,0,0,
"ME",2000,"2000-08-03",17,1,2,1,0,40,
"ME",2000,"2000-08-03",17,1,3,1,0,5,
"ME",2000,"2000-08-03",17,1,4,0,0,0,
"ME",2000,"2000-08-03",17,1.5,1,1,0,60,
"ME",2000,"2000-08-03",17,1.5,2,1,0,70,
"ME",2000,"2000-08-03",17,1.5,3,1,0,2,
"ME",2000,"2000-08-03",17,1.5,4,1,0,43,
"ME",2000,"2000-08-03",17,2,1,3,0,570,
"ME",2000,"2000-08-03",17,2,2,2,0,440,
"ME",2000,"2000-08-03",17,2,3,4,0,1000,
"ME",2000,"2000-08-03",17,2,4,4,0,1000,
"ME",2000,"2000-08-03",17,2.5,1,3,0,370,
"ME",2000,"2000-08-03",17,2.5,2,1,0,50,
"ME",2000,"2000-08-03",17,2.5,3,1,2,200,
"ME",2000,"2000-08-03",17,2.5,4,1,0,50,
"ME",2000,"2000-08-03",17,3,1,3,0,680,
"ME",2000,"2000-08-03",17,3,2,3,0,640,
"ME",2000,"2000-08-03",17,3,3,2,0,400,
"ME",2000,"2000-08-03",17,3,4,4,10,650,
"ME",2000,"2000-08-03",17,3.5,1,1,0,60,
"ME",2000,"2000-08-03",17,3.5,2,1,0,35,
"ME",2000,"2000-08-03",17,3.5,3,1,0,35,
"ME",2000,"2000-08-03",17,3.5,4,0,0,0,
"ME",2000,"2000-08-03",17,4,1,0,0,0,
"ME",2000,"2000-08-03",17,4,2,0,0,0,
"ME",2000,"2000-08-03",17,4,3,0,0,0,
"ME",2000,"2000-08-03",17,4,4,0,0,0,
"ME",2000,"2000-08-04",21,1.5,2,1,0,50,
"ME",2000,"2000-08-04",21,1.5,3,1,0,70,
"ME",2000,"2000-08-04",21,1.5,4,2,0,140,
"ME",2000,"2000-08-04",21,2,1,2,0,75,
"ME",2000,"2000-08-04",21,2,2,1,0,50,
"ME",2000,"2000-08-04",21,2,3,2,0,85,
"ME",2000,"2000-08-04",21,2,4,2,0,65,
"ME",2000,"2000-08-04",21,2.5,1,0,0,0,
"ME",2000,"2000-08-04",21,2.5,2,2,0,200,
"ME",2000,"2000-08-04",21,2.5,3,1,0,35,
"ME",2000,"2000-08-04",21,2.5,4,1,0,120,
"ME",2000,"2000-08-04",21,3,1,5,1070,300,
"ME",2000,"2000-08-04",21,3,2,5,530,400,
"ME",2000,"2000-08-04",21,3,3,5,640,300,
"ME",2000,"2000-08-04",21,3,4,5,950,300,
"ME",2000,"2000-08-04",21,3.5,1,3,100,450,
"ME",2000,"2000-08-04",21,3.5,2,4,50,430,
"ME",2000,"2000-08-04",21,3.5,3,5,300,1280,
"ME",2000,"2000-08-04",21,3.5,4,3,100,280,
"ME",2000,"2000-08-04",21,4,1,5,0,2140,
"ME",2000,"2000-08-04",21,4,2,5,0,1950,
"ME",2000,"2000-08-04",21,4,3,5,20,1610,
"ME",2000,"2000-08-04",21,4,4,5,0,1500,
"ME",2000,"2000-08-04",21,1,1,1,0,95,
"ME",2000,"2000-08-04",21,1,2,1,0,85,
"ME",2000,"2000-08-04",21,1,3,1,0,30,
"ME",2000,"2000-08-04",21,1,4,1,0,55,
"ME",2000,"2000-08-04",21,1.5,1,1,0,55,
"ME",2000,"2000-08-04",27,1,1,1,0,5,
"ME",2000,"2000-08-04",27,1,2,1,0,30,
"ME",2000,"2000-08-04",27,1,3,1,0,10,
"ME",2000,"2000-08-04",27,1,4,1,0,10,
"ME",2000,"2000-08-04",27,1.5,1,1,0,90,
"ME",2000,"2000-08-04",27,1.5,2,1,0,60,
"ME",2000,"2000-08-04",27,1.5,3,1,0,40,
"ME",2000,"2000-08-04",27,1.5,4,1,0,20,
"ME",2000,"2000-08-04",27,2,1,1,0,60,
"ME",2000,"2000-08-04",27,2,2,1,0,10,
"ME",2000,"2000-08-04",27,2,3,1,0,60,
"ME",2000,"2000-08-04",27,2,4,1,0,40,
"ME",2000,"2000-08-04",27,2.5,1,1,0,10,
"ME",2000,"2000-08-04",27,2.5,2,1,0,50,
"ME",2000,"2000-08-04",27,2.5,3,1,0,10,
"ME",2000,"2000-08-04",27,2.5,4,1,0,5,
"ME",2000,"2000-08-04",27,3,1,1,0,70,
"ME",2000,"2000-08-04",27,3,2,1,0,190,
"ME",2000,"2000-08-04",27,3,3,1,0,30,
"ME",2000,"2000-08-04",27,3,4,1,0,110,
"ME",2000,"2000-08-04",27,3.5,1,2,0,140,
"ME",2000,"2000-08-04",27,3.5,2,1,0,60,
"ME",2000,"2000-08-04",27,3.5,3,2,0,150,
"ME",2000,"2000-08-04",27,3.5,4,1,0,60,
"ME",2000,"2000-08-04",27,4,1,1,0,60,
"ME",2000,"2000-08-04",27,4,2,2,0,300,
"ME",2000,"2000-08-04",27,4,3,2,0,140,
"ME",2000,"2000-08-04",27,4,4,1,0,40,
"ME",2000,"2000-08-04",31,1,1,2,0,95,
"ME",2000,"2000-08-04",31,1,2,1,0,30,
"ME",2000,"2000-08-04",31,1,3,1,0,10,
"ME",2000,"2000-08-04",31,1,4,1,0,60,
"ME",2000,"2000-08-04",31,1.5,1,1,0,5,
"ME",2000,"2000-08-04",31,1.5,2,1,0,15,
"ME",2000,"2000-08-04",31,1.5,3,0,0,0,
"ME",2000,"2000-08-04",31,1.5,4,1,0,20,
"ME",2000,"2000-08-04",31,2,1,1,0,5,
"ME",2000,"2000-08-04",31,2,2,1,0,5,
"ME",2000,"2000-08-04",31,2,3,1,0,3,
"ME",2000,"2000-08-04",31,2,4,1,0,5,
"ME",2000,"2000-08-04",31,2.5,1,1,0,40,
"ME",2000,"2000-08-04",31,2.5,2,1,0,90,
"ME",2000,"2000-08-04",31,2.5,3,2,0,160,
"ME",2000,"2000-08-04",31,2.5,4,2,0,140,
"ME",2000,"2000-08-04",31,3,1,1,0,120,
"ME",2000,"2000-08-04",31,3,2,3,0,500,
"ME",2000,"2000-08-04",31,3,3,1,0,25,
"ME",2000,"2000-08-04",31,3,4,1,0,20,
"ME",2000,"2000-08-04",31,3.5,1,1,0,115,
"ME",2000,"2000-08-04",31,3.5,2,1,0,10,
"ME",2000,"2000-08-04",31,3.5,3,1,0,10,
"ME",2000,"2000-08-04",31,3.5,4,1,0,10,
"ME",2000,"2000-08-04",31,4,1,1,0,2,
"ME",2000,"2000-08-04",31,4,2,0,0,0,
"ME",2000,"2000-08-04",31,4,3,1,0,2,
"ME",2000,"2000-08-04",31,4,4,0,0,0,
"ME",2000,"2000-08-04",35,1,1,1,0,5,
"ME",2000,"2000-08-04",35,1,2,1,0,100,
"ME",2000,"2000-08-04",35,1,3,1,0,15,
"ME",2000,"2000-08-04",35,1,4,1,0,100,
"ME",2000,"2000-08-04",35,1.5,1,0,0,0,
"ME",2000,"2000-08-04",35,1.5,2,2,0,220,
"ME",2000,"2000-08-04",35,1.5,3,1,0,40,
"ME",2000,"2000-08-04",35,1.5,4,1,0,20,
"ME",2000,"2000-08-04",35,2,1,1,0,3,
"ME",2000,"2000-08-04",35,2,2,1,0,15,
"ME",2000,"2000-08-04",35,2,3,1,0,40,
"ME",2000,"2000-08-04",35,2,4,1,0,30,
"ME",2000,"2000-08-04",35,2.5,1,3,10,470,
"ME",2000,"2000-08-04",35,2.5,2,2,20,200,
"ME",2000,"2000-08-04",35,2.5,3,2,15,250,
"ME",2000,"2000-08-04",35,2.5,4,1,0,5,
