DBCODE,ENTITY,YEAR,PLOT,REPLICATE,SURVEY_DATETIME,START_TIME,ROUTE,OBSERVER,SKY,WIND,PHENO_VEG,PHENO_REP,RHMA_FLWR,STREAM,SNOW,SMREC,COMMENTS
SA024,1,2010,PA305,1,2010-05-14 06:54:00,0654,11,JKS,0,0,5,1,99,1,0,99,""
SA024,1,2010,PA305,2,2010-05-24 09:19:00,0919,11,SJK,2,0,5,1,99,0,0,99,""
SA024,1,2010,PA305,3,2010-06-05 06:53:00,0653,11,LAS,1,0,6,1,0,2,0,99,""
SA024,1,2010,PA305,4,2010-06-11 08:56:00,0856,11,ASH,2,1,5,1,X,1,0,99,""
SA024,1,2010,PA305,5,2010-06-19 09:56:00,0956,11,LAS,2,1,6,1,X,1,0,99,""
SA024,1,2010,PA305,6,2010-06-28 06:17:00,0617,11,ERJ,0,0,6,1,X,1,0,99,""
SA024,1,2010,PA306,1,2010-05-15 06:34:00,0634,11,JKS,0,0,5,1,99,2,0,99,""
SA024,1,2010,PA306,2,2010-05-24 09:02:00,0902,11,SJK,2,0,5,1,99,1,0,99,""
SA024,1,2010,PA306,3,2010-06-05 07:13:00,0713,11,LAS,1,0,6,1,0,3,0,99,""
SA024,1,2010,PA306,4,2010-06-11 08:40:00,0840,11,ASH,2,0,5,1,0,2,0,99,""
SA024,1,2010,PA306,5,2010-06-19 10:12:00,1012,11,LAS,2,0,6,1,0,2,0,99,""
SA024,1,2010,PA306,6,2010-06-28 06:31:00,0631,11,ERJ,0,0,0,0,0,1,0,99,""
SA024,1,2010,PA307,1,2010-05-15 07:20:00,0720,11,JKS,0,0,4.5,1,99,1,0,99,""
SA024,1,2010,PA307,2,2010-05-24 08:43:00,0843,11,SJK,2,0,5,3,99,0,0,99,""
SA024,1,2010,PA307,3,2010-06-05 07:39:00,0739,11,LAS,1,0,6,2,0,2,0,99,""
SA024,1,2010,PA307,4,2010-06-11 08:23:00,0823,11,ASH,2,2,5,4,1,0,0,99,""
SA024,1,2010,PA307,5,2010-06-19 10:30:00,1030,11,LAS,2,1,6,1,1,1,0,99,""
SA024,1,2010,PA307,6,2010-06-28 06:49:00,0649,11,ERJ,0,0,6,1,1,0,0,99,"UNWO PROBABLY PIWO"
SA024,1,2010,PA308,1,2010-05-15 07:37:00,0737,11,JKS,0,0,4,1,99,1,0,99,""
SA024,1,2010,PA308,2,2010-05-24 08:23:00,0823,11,SJK,2,0,5,1,99,0,0,99,""
SA024,1,2010,PA308,3,2010-06-05 08:06:00,0806,11,LAS,1,0,6,1,0,2,0,99,""
SA024,1,2010,PA308,4,2010-06-11 08:06:00,0806,11,ASH,2,0,6,1,0,0,0,99,""
SA024,1,2010,PA308,5,2010-06-19 10:19:00,1019,11,SJK,2,0,6,1,0,0,0,99,"NO BIRDS IN PERIODS 1 OR 3"
SA024,1,2010,PA308,6,2010-06-28 07:05:00,0705,11,ERJ,0,0,7,1,0,0,0,99,""
SA024,1,2010,PA309,1,2010-05-15 07:53:00,0753,11,JKS,0,0,4.5,1,99,0,0,99,""
SA024,1,2010,PA309,2,2010-05-24 08:06:00,0806,11,SJK,2,0,5,2,99,0,0,99,""
SA024,1,2010,PA309,3,2010-06-05 08:32:00,0832,11,LAS,0,0,6,1,0,1,0,99,""
SA024,1,2010,PA309,4,2010-06-11 07:50:00,0750,11,ASH,2,0,6,3,0,0,0,99,""
SA024,1,2010,PA309,5,2010-06-19 10:02:00,1002,11,SJK,2,1,6,1,0,0,0,99,"SOME RHMA BLOOMING ON WAY IN TO PT. FROM ROAD"
SA024,1,2010,PA309,6,2010-06-28 07:24:00,0724,11,ERJ,0,0,7,1,X,0,0,99,""
SA024,1,2010,PA310,1,2010-05-15 08:14:00,0814,11,JKS,0,0,4,1,99,0,0,99,""
SA024,1,2010,PA310,2,2010-05-24 07:14:00,0714,11,SJK,2,0,5,2,99,0,0,99,""
SA024,1,2010,PA310,3,2010-06-05 09:31:00,0931,11,LAS,0,0,6,2,0,1,0,99,""
SA024,1,2010,PA310,4,2010-06-11 07:09:00,0709,11,ASH,1,0,5,1,0,0,0,99,""
SA024,1,2010,PA310,5,2010-06-19 09:06:00,0906,11,SJK,2,0,6,4,1,0,0,99,"RHMA FLOWER BUDS VISIBLE"
SA024,1,2010,PA310,6,2010-06-28 08:17:00,0817,11,ERJ,0,0,7,1,1,0,0,99,""
SA024,1,2010,PA311,1,2010-05-15 09:09:00,0909,11,JKS,0,0,4.5,1,99,0,0,99,""
SA024,1,2010,PA311,2,2010-05-24 06:56:00,0656,11,SJK,2,0,5,2,99,0,0,99,"lots of tree drip"
SA024,1,2010,PA311,3,2010-06-05 09:52:00,0952,11,LAS,0,0,6,1,0,2,0,99,""
SA024,1,2010,PA311,4,2010-06-11 06:54:00,0654,11,ASH,2,0,5,1,0,0,0,99,""
SA024,1,2010,PA311,5,2010-06-19 08:48:00,0848,11,SJK,2,1,6,1,0,0,0,99,""
SA024,1,2010,PA311,6,2010-06-28 08:32:00,0832,11,ERJ,0,0,7,1,0,0,0,99,""
SA024,1,2010,PA312,1,2010-05-15 09:29:00,0929,11,JKS,0,0,2,1,99,1,0,99,""
SA024,1,2010,PA312,2,2010-05-24 06:36:00,0636,11,SJK,2,0,4,1,99,0,0,99,""
SA024,1,2010,PA312,3,2010-06-05 10:14:00,1014,11,LAS,0,0,4.5,1,0,3,0,99,""
SA024,1,2010,PA312,4,2010-06-11 06:37:00,0637,11,ASH,2,0,5,1,X,1,0,99,""
SA024,1,2010,PA312,5,2010-06-19 08:30:00,0830,11,SJK,2,0,6,1,X,0,0,99,""
SA024,1,2010,PA312,6,2010-06-28 08:51:00,0851,11,ERJ,0,0,7,1,X,0,0,99,"HEWA SINGING VARIANT SONG"
SA024,1,2010,PA314,1,2010-05-15 09:45:00,0945,11,JKS,0,0,0,0,99,1,0,99,""
SA024,1,2010,PA314,2,2010-05-24 06:14:00,0614,11,SJK,3,0,0,0,99,1,0,99,""
SA024,1,2010,PA314,3,2010-06-06 05:40:00,0540,11,LAS,2,0,0,0,0,2,0,99,""
SA024,1,2010,PA314,4,2010-06-11 05:30:00,0530,11,ASH,2,0,0,0,0,1,0,99,""
SA024,1,2010,PA314,5,2010-06-19 07:22:00,0722,11,SJK,2,0,0,0,0,1,0,99,""
SA024,1,2010,PA314,6,2010-06-28 09:46:00,0946,11,ERJ,0,0,0,0,0,1,0,99,""
SA024,1,2010,PA315,1,2010-05-15 09:40:00,0940,12,ERJ,0,0,4,1,99,0,0,99,"PLANE NOISE EQUIV. TO STREAM 2 FROM ~ MINUTES 1-4"
SA024,1,2010,PA315,2,2010-05-24 05:30:00,0530,12,JKS,4,0,5,0,99,0,0,99,""
SA024,1,2010,PA315,3,2010-06-01 10:22:00,1022,12,ASH,2,0,5,1,99,0,0,99,"SAW MOM BEAR (3,10,MOM BEAR, F, V, 1, 1, 0) AND BABY BEAR (3,10,BABY BEAR, U, V, 1, 1, 0)"
SA024,1,2010,PA315,4,2010-06-13 05:30:00,0530,12,LAS,1,0,5,1,X,0,0,99,""
SA024,1,2010,PA315,5,2010-06-19 06:59:00,0659,12,SJK,2,1,6,1,1,0,0,99,""
SA024,1,2010,PA315,6,2010-06-28 09:32:00,0932,12,SJK,0,1,6,1,0,0,0,99,""
SA024,1,2010,PA317,1,2010-05-15 10:09:00,1009,11,ERJ,0,0,4,1,99,1,0,99,""
SA024,1,2010,PA317,2,2010-05-24 05:52:00,0552,11,SJK,2,0,4.5,1,99,0,0,99,""
SA024,1,2010,PA317,3,2010-06-06 06:13:00,0613,11,LAS,2,0,6,1,0,1,0,99,""
SA024,1,2010,PA317,4,2010-06-11 05:49:00,0549,11,ASH,2,0,5,1,X,0,0,99,""
SA024,1,2010,PA317,5,2010-06-19 08:10:00,0810,11,SJK,2,1,6,4,X,0,0,99,""
SA024,1,2010,PA317,6,2010-06-28 09:07:00,0907,11,ERJ,0,0,7,1,X,0,0,99,"SOME HEWA SONGS VARIANT"
SA024,1,2010,PA318,1,2010-05-13 07:17:00,0717,4,ASH,0,0,3,1,99,0,0,99,""
SA024,1,2010,PA318,2,2010-05-25 08:38:00,0838,4,ERJ,2,0,3,1,99,0,0,99,""
SA024,1,2010,PA318,3,2010-06-01 07:27:00,0727,4,SJK,3,0,6,3,99,0,0,99,""
SA024,1,2010,PA318,4,2010-06-11 08:24:00,0824,4,JKS,2,0,7,3,X,0,0,99,""
SA024,1,2010,PA318,5,2010-06-19 07:01:00,0701,4,LAS,2,0,6,1,0,0,0,99,""
SA024,1,2010,PA318,6,2010-06-29 07:47:00,0747,4,ERJ,2,0,7,1,0,0,0,99,""
SA024,1,2010,PA322,1,2010-05-13 05:49:00,0549,4,ASH,1,0,5,1,99,4,0,99,""
SA024,1,2010,PA322,2,2010-05-25 07:37:00,0737,4,ERJ,2,0,5,1,99,3,0,99,""
SA024,1,2010,PA322,3,2010-06-01 06:00:00,0600,4,SJK,3,0,6,1,99,2,0,99,"UNKN = HEWA CALL? TREE DRIP"
SA024,1,2010,PA322,4,2010-06-11 08:52:00,0852,4,JKS,2,1,7,1,X,3,0,99,"SPOOKED RUGR WITH APPROX. 8 CHICKS AT POINT TREE.  COUNTED APPROX. 18M AWAY TO GIVE SPACE FOR MOTHER AND CHICKS."
SA024,1,2010,PA322,5,2010-06-19 05:50:00,0550,4,LAS,1,0,6,1,X,3,0,99,""
SA024,1,2010,PA322,6,2010-06-29 08:12:00,0812,4,ERJ,2,0,7,1,X,3,0,99,""
SA024,1,2010,PA323,1,2010-05-13 07:49:00,0749,4,ASH,0,0,5,3,99,2,0,99,""
SA024,1,2010,PA323,2,2010-05-25 07:17:00,0717,4,ERJ,2,0,5,3,99,2,0,99,""
SA024,1,2010,PA323,3,2010-06-01 08:02:00,0802,4,SJK,3,0,6,3,99,0,0,99,""
SA024,1,2010,PA323,4,2010-06-11 07:12:00,0712,4,JKS,2,0,6,2,X,2,0,99,""
SA024,1,2010,PA323,5,2010-06-19 07:30:00,0730,4,LAS,2,0,6,1,0,2,0,99,""
SA024,1,2010,PA323,6,2010-06-29 06:40:00,0640,4,ERJ,2,0,7,1,0,1,0,99,""
SA024,1,2010,PA324,1,2010-05-13 06:14:00,0614,4,ASH,0,0,4,1,99,1,0,99,""
SA024,1,2010,PA324,2,2010-05-25 08:14:00,0814,4,ERJ,2,0,3,1,99,2,0,99,""
SA024,1,2010,PA324,3,2010-06-01 06:26:00,0626,4,SJK,4,0,5,1,99,0,0,99,""
SA024,1,2010,PA324,4,2010-06-11 07:36:00,0736,4,JKS,2,0,6,1,X,1,0,99,""
SA024,1,2010,PA324,5,2010-06-19 06:10:00,0610,4,LAS,1,0,6,1,0,1,0,99,""
SA024,1,2010,PA324,6,2010-06-29 06:58:00,0658,4,ERJ,2,2,7,1,1,1,0,99,""
SA024,1,2010,PA327,1,2010-05-14 06:42:00,0642,14,JKS,0,0,0,0,99,1,0,99,""
SA024,1,2010,PA327,2,2010-05-25 09:19:00,0919,14,LAS,2,0,0,0,99,2,0,99,""
SA024,1,2010,PA327,3,2010-06-05 06:27:00,0627,14,ASH,2,1,5,1,0,1,0,99,""
SA024,1,2010,PA327,4,2010-06-12 09:09:00,0909,14,ERJ,0,1,4,1,X,2,0,99,""
SA024,1,2010,PA327,5,2010-06-20 09:41:00,0941,14,ERJ,2,0,7,2,X,1,0,99,""
SA024,1,2010,PA327,6,2010-06-29 08:45:00,0845,14,TME,3,1,6,1,X,1,0,99,""
SA024,1,2010,PA328,1,2010-05-14 06:21:00,0621,14,JKS,0,0,3,1,99,1,0,99,""
SA024,1,2010,PA328,2,2010-05-25 09:00:00,0900,14,LAS,2,0,0,0,99,2,0,99,""
SA024,1,2010,PA328,3,2010-06-05 06:13:00,0613,14,ASH,1,0,5,1,0,1,0,99,""
SA024,1,2010,PA328,4,2010-06-12 07:57:00,0757,14,ERJ,0,1,3,1,X,1,0,99,""
SA024,1,2010,PA328,5,2010-06-20 09:58:00,0958,14,ERJ,2,0,6,2,X,0,0,99,"STJA MOBBING SOMETHING UPHILL"
SA024,1,2010,PA328,6,2010-06-29 09:25:00,0925,14,TME,1,2,6,3,X,0,0,99,"ADAM HEARD DUGR DURING COUNT BUT I MISSED IT"
SA024,1,2010,PA329,1,2010-05-14 05:30:00,0530,14,JKS,0,0,2,1,99,2,0,99,""
SA024,1,2010,PA329,2,2010-05-25 06:07:00,0607,14,ASH,2,1,4,1,99,2,0,99,""
SA024,1,2010,PA329,3,2010-06-05 05:30:00,0530,14,ASH,1,0,4.5,1,0,3,0,99,""
SA024,1,2010,PA329,4,2010-06-12 08:45:00,0845,14,ERJ,0,1,4,1,0,2,0,99,""
SA024,1,2010,PA329,5,2010-06-20 09:25:00,0925,14,JKS,2,0,6,1,0,1,0,99,""
SA024,1,2010,PA329,6,2010-06-29 10:14:00,1014,14,LAS,2,2,7,1,0,1,0,99,""
SA024,1,2010,PA330,1,2010-05-14 09:10:00,0910,15,ASH,1,0,3,1,99,2,2,99,""
SA024,1,2010,PA330,2,2010-05-25 06:25:00,0625,15,ASH,2,0,3,1,99,2,0,99,""
SA024,1,2010,PA330,3,2010-06-01 09:52:00,0952,15,ERJ,2,0,2,1,99,4,0,99,""
SA024,1,2010,PA330,4,2010-06-11 05:30:00,0530,15,ERJ,4,2,4,1,0,2,0,99,"TREE DRIP"
SA024,1,2010,PA330,5,2010-06-20 05:30:00,0530,15,SJK,2,0,5,2,X,1,0,99,""
SA024,1,2010,PA330,6,2010-06-29 09:40:00,0940,15,LAS,1,1,7,1,X,1,0,99,""
SA024,1,2010,PA334,1,2010-05-13 09:37:00,0937,4,ASH,0,0,4,1,99,3,0,99,""
SA024,1,2010,PA334,2,2010-05-25 05:30:00,0530,4,ERJ,1,0,4,1,99,3,0,99,""
SA024,1,2010,PA334,3,2010-06-01 10:08:00,1008,4,SJK,3,0,6,1,99,2,0,99,""
SA024,1,2010,PA334,4,2010-06-11 05:30:00,0530,4,JKS,3,0,6,1,X,3,0,99,""
SA024,1,2010,PA334,5,2010-06-19 09:20:00,0920,4,ERJ,2,1,5,1,X,3,0,99,"UNKN = GROWLING --- STJA?"
SA024,1,2010,PA334,6,2010-06-29 09:14:00,0914,4,SJK,1,2,6,1,X,1,0,99,""
SA024,1,2010,PA336,1,2010-05-13 10:13:00,1013,3,ASH,0,1,3,1,99,0,0,99,""
SA024,1,2010,PA336,2,2010-05-24 09:24:00,0924,3,ASH,2,1,5,1,99,0,0,99,""
SA024,1,2010,PA336,3,2010-06-01 10:25:00,1025,3,SJK,3,2,6,1,99,0,0,99,""
SA024,1,2010,PA336,4,2010-06-12 08:27:00,0827,3,JKS,1,1,6,1,1,2,0,99,""
SA024,1,2010,PA336,5,2010-06-19 08:50:00,0850,3,ERJ,2,1,5,1,1,1,0,99,""
SA024,1,2010,PA336,6,2010-06-29 08:45:00,0845,3,SJK,1,2,6,1,1,0,0,99,""
SA024,1,2010,PA338,1,2010-05-15 10:13:00,1013,2,ASH,0,0,5,1,99,1,0,99,""
SA024,1,2010,PA338,2,2010-05-24 05:59:00,0559,2,LAS,2,0,5,2,99,1,0,99,""
SA024,1,2010,PA338,3,2010-06-06 07:47:00,0747,2,LAS,4,0,6,1,0,1,0,99,""
SA024,1,2010,PA338,4,2010-06-12 09:13:00,0913,2,JKS,0,0,7,1,0,1,0,99,""
SA024,1,2010,PA338,5,2010-06-19 08:16:00,0816,2,ERJ,2,0,0,0,0,1,0,99,""
SA024,1,2010,PA338,6,2010-06-29 05:53:00,0553,2,JKS,1,0,7,1,1,1,0,99,""
SA024,1,2010,PA339,1,2010-05-15 09:53:00,0953,2,ASH,0,0,5,3,99,1,0,99,""
SA024,1,2010,PA339,2,2010-05-24 06:19:00,0619,2,LAS,2,0,6,3,99,2,0,99,""
SA024,1,2010,PA339,3,2010-06-06 08:12:00,0812,2,LAS,4,0,6,1,0,3,0,99,""
SA024,1,2010,PA339,4,2010-06-12 09:40:00,0940,2,JKS,0,1,7,1,0,3,0,99,""
SA024,1,2010,PA339,5,2010-06-19 07:58:00,0758,2,ERJ,2,0,6,1,0,1,0,99,""
SA024,1,2010,PA339,6,2010-06-29 06:12:00,0612,2,JKS,1,0,7,1,1,2,0,99,""
SA024,1,2010,PA340,1,2010-05-13 10:27:00,1027,3,ASH,0,0,4,1,99,4,0,99,""
SA024,1,2010,PA340,2,2010-05-24 09:05:00,0905,3,ASH,2,0,5,3,99,4,0,99,""
SA024,1,2010,PA340,3,2010-06-06 07:21:00,0721,3,JKS,4,0,0,0,99,4,0,99,"LIGHT RAIN LAST MINUTE OF COUNT"
SA024,1,2010,PA340,4,2010-06-12 08:12:00,0812,3,JKS,1,0,0,0,X,4,0,99,""
SA024,1,2010,PA340,5,2010-06-21 05:32:00,0532,3,ERJ,2,0,5,1,X,3,0,99,""
SA024,1,2010,PA340,6,2010-06-29 08:30:00,0830,3,SJK,1,1,6,7,0,2,0,99,""
SA024,1,2010,PA341,1,2010-05-16 07:40:00,0740,3,ERJ,2,0,3,1,99,4,0,99,""
SA024,1,2010,PA341,2,2010-05-24 06:16:00,0616,3,ASH,1,0,4,2,99,3,0,99,""
SA024,1,2010,PA341,3,2010-06-06 08:50:00,0850,3,SJK,4,0,5,4,99,3,0,99,"COMBINED COLLECTION WITH ASH AND LAS"
SA024,1,2010,PA341,4,2010-06-12 06:01:00,0601,3,JKS,1,0,6,4,X,4,0,99,""
SA024,1,2010,PA341,5,2010-06-21 05:47:00,0547,3,ERJ,2,0,6,4,0,3,0,99,""
SA024,1,2010,PA341,6,2010-06-29 06:08:00,0608,3,SJK,1,1,6,5,1,2,0,99,""
SA024,1,2010,PA342,1,2010-05-16 07:57:00,0757,3,ERJ,2,0,4,1,99,1,0,99,"TRUCK DROVE BY DURING MIN. 8"
SA024,1,2010,PA342,2,2010-05-24 05:53:00,0553,3,ASH,2,0,5,1,99,1,0,99,""
SA024,1,2010,PA342,3,2010-06-06 07:44:00,0744,5,JKS,4,0,6,3,99,2,0,99,""
SA024,1,2010,PA342,4,2010-06-12 05:44:00,0544,3,JKS,1,0,7,1,X,1,0,99,""
SA024,1,2010,PA342,5,2010-06-21 07:49:00,0749,3,ERJ,1,0,6,1,X,2,0,99,""
SA024,1,2010,PA342,6,2010-06-29 05:49:00,0549,3,SJK,2,0,6,1,X,0,0,99,""
SA024,1,2010,PA344,1,2010-05-12 06:58:00,0658,5,SJK,2,0,3,1,99,0,0,99,""
SA024,1,2010,PA344,2,2010-05-25 10:05:00,1005,5,DVL,1,0,4,1,99,0,0,99,""
SA024,1,2010,PA344,3,2010-06-06 07:45:00,0745,5,ERJ,4,0,4,1,0,0,0,99,""
SA024,1,2010,PA344,4,2010-06-11 07:27:00,0727,5,SJK,2,0,5,1,0,0,0,99,"MACHINERY NOISE QUITE LOUD AND ANNOYING. TREE DRIP"
SA024,1,2010,PA344,5,2010-06-21 08:59:00,0859,5,JKS,0,0,7,4,0,0,0,99,""
SA024,1,2010,PA344,6,2010-06-28 07:24:00,0724,5,ASH,0,0,6,1,1,0,0,99,""
SA024,1,2010,PA345,1,2010-05-12 05:56:00,0556,5,SJK,2,0,3,1,99,0,0,99,""
SA024,1,2010,PA345,2,2010-05-24 10:08:00,1008,5,ASH,2,0,4,1,99,0,0,99,"1"
SA024,1,2010,PA345,3,2010-06-06 08:23:00,0823,5,ERJ,3,0,3,1,0,0,0,99,""
SA024,1,2010,PA345,4,2010-06-11 06:40:00,0640,5,SJK,2,1,5,1,0,0,0,99,""
SA024,1,2010,PA345,5,2010-06-21 09:12:00,0912,5,LAS,2,1,6,1,0,0,0,99,""
SA024,1,2010,PA345,6,2010-06-28 08:06:00,0806,5,ASH,0,0,6,1,1,0,0,99,""
SA024,1,2010,PA347,1,2010-05-15 09:24:00,0924,2,ASH,0,0,0,0,99,1,0,99,""
SA024,1,2010,PA347,2,2010-05-24 06:40:00,0640,2,LAS,2,0,0,0,99,2,0,99,""
SA024,1,2010,PA347,3,2010-06-06 08:11:00,0811,2,SJK,4,0,0,0,99,1,0,99,"TREE DRIP"
SA024,1,2010,PA347,4,2010-06-12 10:00:00,1000,2,JKS,0,1,0,0,X,1,0,99,""
SA024,1,2010,PA347,5,2010-06-19 07:42:00,0742,2,ERJ,2,1,0,0,X,1,0,99,""
SA024,1,2010,PA347,6,2010-06-29 06:30:00,0630,2,JKS,1,0,0,0,X,1,0,99,""
SA024,1,2010,PA348,1,2010-05-13 09:20:00,0920,4,ASH,0,0,4.5,1,99,2,0,99,""
SA024,1,2010,PA348,2,2010-05-25 06:02:00,0602,4,ERJ,2,0,5,2,99,2,0,99,""
SA024,1,2010,PA348,3,2010-06-01 09:32:00,0932,4,SJK,3,0,6,1,99,1,0,99,""
SA024,1,2010,PA348,4,2010-06-11 06:02:00,0602,4,JKS,3,0,7,1,X,1,0,99,""
SA024,1,2010,PA348,5,2010-06-19 08:42:00,0842,4,LAS,2,0,6,1,X,2,0,99,""
SA024,1,2010,PA348,6,2010-06-29 05:30:00,0530,4,ERJ,2,0,7,1,X,1,0,99,""
SA024,1,2010,PA349,1,2010-05-13 09:01:00,0901,4,ASH,0,0,4,1,99,1,0,99,""
SA024,1,2010,PA349,2,2010-05-25 06:18:00,0618,4,ERJ,2,0,4,2,99,1,0,99,""
SA024,1,2010,PA349,3,2010-06-01 09:11:00,0911,4,SJK,3,0,6,1,99,0,0,99,"NO VIMA FLAGGED..FLAGGED CLOSEST VIMA UNKNOWN=BRCR DOUBLE CALL"
SA024,1,2010,PA349,4,2010-06-11 06:18:00,0618,4,JKS,3,0,6,1,0,1,0,99,""
SA024,1,2010,PA349,5,2010-06-19 08:27:00,0827,4,LAS,2,0,6,1,0,1,0,99,""
SA024,1,2010,PA349,6,2010-06-29 05:43:00,0543,4,ERJ,2,0,7,1,1,0,0,99,"UNWO = HAWO?"
SA024,1,2010,PA350,1,2010-05-16 07:22:00,0722,3,ERJ,2,0,3,1,99,0,0,99,""
SA024,1,2010,PA350,2,2010-05-24 06:32:00,0632,3,ASH,1,0,4,1,99,0,0,99,""
SA024,1,2010,PA350,3,2010-06-06 08:35:00,0835,3,ASH,4,1,5,1,99,0,0,99,""
SA024,1,2010,PA350,4,2010-06-12 06:16:00,0616,3,JKS,1,1,6,1,0,0,0,99,""
SA024,1,2010,PA350,5,2010-06-21 06:00:00,0600,3,ERJ,2,0,6,1,1,0,0,99,"MAY HAVE HEARD WEWP SING ONCE IN MINUTE 7"
SA024,1,2010,PA350,6,2010-06-29 06:23:00,0623,3,SJK,1,0,6,1,1,0,0,99,""
SA024,1,2010,PA351,1,2010-05-16 06:08:00,0608,3,ERJ,2,0,4,2,99,0,0,99,""
SA024,1,2010,PA351,2,2010-05-24 07:39:00,0739,3,ASH,1,0,4.5,3,99,0,0,99,""
SA024,1,2010,PA351,3,2010-06-06 08:15:00,0815,3,ASH,4,0,5,3,99,0,0,99,""
SA024,1,2010,PA351,4,2010-06-12 07:07:00,0707,3,JKS,3,0,7,4,X,0,0,99,""
SA024,1,2010,PA351,5,2010-06-21 06:50:00,0650,3,ERJ,2,0,7,5,X,0,0,99,""
SA024,1,2010,PA351,6,2010-06-29 07:24:00,0724,3,SJK,1,0,6,7,1,0,0,99,""
SA024,1,2010,PA352,1,2010-05-13 08:41:00,0841,4,ASH,0,0,4,1,99,1,0,99,""
SA024,1,2010,PA352,2,2010-05-25 06:36:00,0636,4,ERJ,2,0,5,2,99,1,0,99,"FLUSHED GROUSE (SPP.?) WHEN I ARRIVED"
SA024,1,2010,PA352,3,2010-06-01 08:52:00,0852,4,SJK,3,0,6,1,99,0,0,99,""
SA024,1,2010,PA352,4,2010-06-11 06:34:00,0634,4,JKS,3,0,7,1,X,1,0,99,""
SA024,1,2010,PA352,5,2010-06-19 08:10:00,0810,4,LAS,2,1,6,1,X,1,0,99,""
SA024,1,2010,PA352,6,2010-06-29 05:58:00,0558,4,ERJ,2,0,7,1,X,0,0,99,""
SA024,1,2010,PA353,1,2010-05-16 06:30:00,0630,3,ERJ,0,0,2,1,99,0,0,99,""
SA024,1,2010,PA353,2,2010-05-24 06:52:00,0652,3,ASH,1,0,4,1,99,0,0,99,""
SA024,1,2010,PA353,3,2010-06-06 07:17:00,0717,3,ASH,4,0,5,1,99,0,0,99,""
SA024,1,2010,PA353,4,2010-06-12 06:45:00,0645,3,JKS,3,0,6,1,X,0,0,99,""
SA024,1,2010,PA353,5,2010-06-21 06:28:00,0628,3,ERJ,2,0,5,1,0,0,0,99,"UNKN = WEWP?"
SA024,1,2010,PA353,6,2010-06-29 06:57:00,0657,3,SJK,1,2,6,1,0,0,0,99,""
SA024,1,2010,PA354,1,2010-05-16 05:47:00,0547,3,ERJ,0,0,4,2,99,0,0,99,""
SA024,1,2010,PA354,2,2010-05-24 07:10:00,0710,3,ASH,1,0,5,1,99,0,0,99,""
SA024,1,2010,PA354,3,2010-06-06 07:29:00,0729,3,ASH,4,1,5,1,99,1,0,99,""
SA024,1,2010,PA354,4,2010-06-12 06:30:00,0630,3,JKS,1,0,6,1,0,0,0,99,""
SA024,1,2010,PA354,5,2010-06-21 06:13:00,0613,3,ERJ,2,0,6,1,X,0,0,99,""
SA024,1,2010,PA354,6,2010-06-29 06:41:00,0641,3,SJK,1,0,6,1,X,0,0,99,""
SA024,1,2010,PA400,1,2010-05-16 05:36:00,0536,10,SJK,0,0,4,1,99,2,0,99,""
SA024,1,2010,PA400,2,2010-05-27 08:14:00,0814,10,ERJ,2,0,5,2,99,1,0,99,""
SA024,1,2010,PA400,3,2010-06-03 05:30:00,0530,10,JKS,3,0,4.5,1,99,2,0,99,""
SA024,1,2010,PA400,4,2010-06-13 08:48:00,0848,10,ASH,1,0,5,1,X,2,0,99,""
SA024,1,2010,PA400,5,2010-06-20 05:30:00,0530,10,LAS,2,0,6,1,X,1,0,99,""
SA024,1,2010,PA400,6,2010-06-28 09:52:00,0952,10,JKS,0,0,7,1,X,2,0,99,""
SA024,1,2010,PB008,1,2010-05-12 10:11:00,1011,6,ASH,2,0,5,2,99,3,0,99,""
SA024,1,2010,PB008,2,2010-05-23 07:33:00,0733,6,SJK,2,0,5,3,99,2,0,99,""
SA024,1,2010,PB008,3,2010-06-05 07:09:00,0709,6,JKS,2,0,6,3,99,4,0,99,""
SA024,1,2010,PB008,4,2010-06-11 10:20:00,1020,6,SJK,2,0,6,2,1,3,0,99,""
SA024,1,2010,PB008,5,2010-06-19 07:00:00,0700,6,JKS,2,0,6,1,0,3,0,99,""
SA024,1,2010,PB008,6,2010-06-30 06:58:00,0658,6,ERJ,0,0,7,1,X,3,0,99,""
SA024,1,2010,PB014,1,2010-05-16 07:18:00,0718,7,JKS,1,0,2,1,99,2,1,99,""
SA024,1,2010,PB014,2,2010-05-23 05:45:00,0545,7,ASH,2,0,3,1,99,1,4,99,""
SA024,1,2010,PB014,3,2010-06-05 10:23:00,1023,7,JKS,1,0,4,1,99,3,0,99,""
SA024,1,2010,PB014,4,2010-06-11 05:52:00,0552,7,SJK,4,1,4.5,1,X,1,0,99,""
SA024,1,2010,PB014,5,2010-06-21 08:00:00,0800,7,LAS,1,1,5,1,X,2,0,99,""
SA024,1,2010,PB014,6,2010-06-28 09:16:00,0916,7,ASH,0,1,6,1,X,0,0,99,""
SA024,1,2010,PB022,1,2010-05-16 05:53:00,0553,7,JKS,1,0,2,1,99,0,1,99,""
SA024,1,2010,PB022,2,2010-05-23 06:56:00,0656,7,ASH,1,0,3,1,99,0,4,99,"FRESH  SNOW."
SA024,1,2010,PB022,3,2010-06-05 09:04:00,0904,7,ERJ,0,0,2,1,0,0,0,99,""
SA024,1,2010,PB022,4,2010-06-12 07:04:00,0704,7,SJK,1,1,4.5,1,X,0,0,99,""
